animal_id,start_date,end_date,test_days,start_weight_g,end_weight_g,total_feed_g,AGE,ADG_g_lm,ADG_r2,ADG_pval,ADFI_g_lm,ADFI_r2,ADFI_pval,FCR_lm
ID091,2025-09-17,2025-12-22,97,37406.8244441718,116733.333333333,241016.96836058,,905.507862567459,0.991056469629384,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000433564234670623,2688.58478857764,0.997860973357742,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000272168283695138,2.96914571338395
ID092,2025-09-13,2025-12-26,105,29354.5096066343,117680,242361.724094603,,925.682548551532,0.997253167889196,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013359830614068,2423.65423564382,0.995002742702413,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000980193313102485,2.6182347711278
ID093,2025-09-13,2025-12-26,105,31091.2877857707,117075,248407.360772672,,930.556025850302,0.991850258671548,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000208986042114863,2481.62229765485,0.975975729433662,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000318516489635066,2.66681664372358
ID094,2025-09-12,2025-12-24,104,30229.6296296296,124865,290886.506369529,,1037.10061103288,0.996452566688631,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000876917218165887,3021.16152136148,0.98970512024402,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000348710006369893,2.91308431334605
ID095,2025-09-12,2025-12-24,104,33532.5970122033,112865.511045139,218147.088618138,,871.218806790265,0.992752573609549,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000058546241662613,2222.37468269596,0.97970176644353,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000381340237254688,2.55088006064012
ID096,2025-09-19,2025-12-22,95,30371.8735817417,113604.484227947,282126.056978718,,996.541971281368,0.993484760468461,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000184367162494028,3133.26509038369,0.998471755802276,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000959001744055741,3.14413760852931
ID101,2025-09-13,2025-12-25,104,23837.10852751,115981.818181818,249272.572197626,,991.732559589416,0.995518971695183,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000666317936238597,2596.14127033279,0.986608483255517,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000132661976351779,2.61778364058917
ID102,2025-09-17,2025-12-24,99,33749.5838521459,141593.680543233,310293.387407942,,1222.88731764621,0.996911311426081,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000859532992141669,3412.28083340996,0.987739886821043,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000119147303690651,2.7903477157469
ID103,2025-09-17,2025-12-26,101,34894.7458992434,114678.14805683,244724.48103023,,897.972469119679,0.992659347596054,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000249536077589617,2609.68627290003,0.990896285368683,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000854052042171539,2.90619853352344
ID104,2025-09-17,2025-12-24,99,30457.5561399615,132535.077677064,258930.588729162,,1118.79849101091,0.99549428302132,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000130600615857171,2726.80260981292,0.975611100818892,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000491483065375787,2.43725982088971
ID105,2025-09-17,2025-12-24,99,31238.7399101674,127983.329113176,267518.378652929,,1058.13621257801,0.995069947666255,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000147095079426508,2936.09304596923,0.99248266587113,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000916945370919252,2.77477796437552
ID106,2025-09-19,2025-12-21,94,33514.4426984267,110112.831014825,260167.590907142,,885.213044106144,0.992514396127005,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013642610205893,2740.88482813614,0.99265197521729,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000581140969141813,3.09629963813263
