animal_id,record_date,device_type,start_time,end_time,duration_sec,feed_g,daily_feed_g,weight_g,location,age_day,measurement_day
982091101529889,2023-05-22,NEDAP,2023-05-22T15:40:00Z,2023-05-22T15:46:42Z,402,241,2380,72500,1908,,66
982091101529889,2023-05-22,NEDAP,2023-05-22T19:16:00Z,2023-05-22T19:22:37Z,397,242,2380,73000,1908,,66
982091101529889,2023-05-22,NEDAP,2023-05-22T20:05:00Z,2023-05-22T20:06:23Z,83,15,2380,73500,1908,,66
982091101529889,2023-05-22,NEDAP,2023-05-22T21:37:00Z,2023-05-22T21:53:11Z,971,769,2380,73500,1908,,66
982091101529889,2023-05-23,NEDAP,2023-05-23T02:00:00Z,2023-05-23T02:14:30Z,870,827,3442,74000,1908,,66
982091101529889,2023-05-23,NEDAP,2023-05-23T02:21:00Z,2023-05-23T02:22:46Z,106,54,3442,75000,1908,,66
982091101529889,2023-05-23,NEDAP,2023-05-23T12:20:00Z,2023-05-23T12:37:37Z,1057,694,3442,73500,1908,,66
982091101529889,2023-05-23,NEDAP,2023-05-23T14:18:00Z,2023-05-23T14:23:22Z,322,185,3442,75000,1908,,66
982091101529889,2023-05-23,NEDAP,2023-05-23T16:58:00Z,2023-05-23T17:07:20Z,560,448,3442,74000,1908,,66
982091101529889,2023-05-23,NEDAP,2023-05-23T20:01:00Z,2023-05-23T20:08:46Z,466,331,3442,75000,1908,,66
982091101529889,2023-05-23,NEDAP,2023-05-23T21:53:00Z,2023-05-23T22:04:35Z,695,587,3442,75000,1908,,66
