animal_id,record_date,daily_feed_g,daily_weight_g,age_day,visits_n,visits_n_valid,total_duration_sec,location,n_outlier_wt,n_outlier_feed,has_feed_out_of_range_today,is_imputed_wt,is_imputed_feed,cum_feed,weight_kg,pred_cum_feed,pred_daily_feed
ID001,2025-10-10,2469.11525340703,53233.3333333333,,3,2,2146,96,0,1,FALSE,FALSE,FALSE,,,,
ID001,2025-10-11,2013,53944.0584408982,,7,7,3222,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-10-12,2344,54588.8087638924,,6,6,3399,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-10-13,2733.42405151149,56866.0338562803,,17,16,4332,96,0,1,FALSE,FALSE,FALSE,,,,
ID001,2025-10-14,2958,57925,,16,16,4568,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-10-15,2177.42405151149,58656.5033696449,,15,14,2976,96,0,1,FALSE,FALSE,FALSE,,,,
ID001,2025-10-16,3274,59894.1176470588,,18,18,4491,96,1,0,FALSE,FALSE,FALSE,,,,
ID001,2025-10-17,2558,61810,,10,10,3179,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-10-18,1929,61040,,5,5,2837,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-10-19,2987,63200,,12,12,4682,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-10-20,2761,65030,,11,11,4712,96,1,0,FALSE,FALSE,FALSE,,,,
ID001,2025-10-21,2322,66141.6666666667,,13,13,3550,96,1,0,FALSE,FALSE,FALSE,,,,
ID001,2025-10-22,3090,67076.4705882353,,17,17,4555,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-10-23,2731,67978.5714285714,,14,14,4132,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-10-24,3069,68712.5,,8,8,4303,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-10-25,3577,70050,,10,10,5006,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-10-26,2667,71012.5,,8,8,3210,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-10-27,2451,71400,,8,8,3268,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-10-28,2933,73500,,8,8,3657,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-10-29,2580,73750,,6,6,3165,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-10-30,3226,75336.3636363636,,11,11,3715,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-10-31,3581,77300,,10,10,4218,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-01,3364.42405151149,77563.5029525446,,13,12,3975,96,1,1,FALSE,FALSE,FALSE,,,,
ID001,2025-11-02,2753,78748.6296381159,,8,8,3160,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-03,3429,80255.4684926526,,10,10,4207,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-04,3123,80922.5372269134,,6,6,3468,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-05,3033,81300.4210571379,,5,5,3466,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-06,3410,83686.6926930058,,6,6,3455,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-07,4129,85657.1428571429,,7,7,3996,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-08,3833,86757.1428571429,,7,7,3777,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-09,3230,87633.3333333333,,6,6,3738,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-10,3620,88257.1428571429,,7,7,3827,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-11,3128,89700,,5,5,3243,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-12,2767,89800,,2,2,2505,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-13,3497,92160,,5,5,3385,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-14,2337,93783.3333333333,,6,6,2267,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-15,4255,94500,,6,6,4216,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-16,3757,95657.1428571429,,7,7,3704,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-17,4040,96941.2265602551,,7,7,3922,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-18,3121,98212.5,,8,8,3259,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-19,4015,98723.4575294566,,8,8,3998,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-20,1601,100000,,2,2,1593,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-22,1198,102020,,5,5,1722,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-23,3597,101788.888888889,,9,9,4105,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-24,2297,102560,,5,5,2824,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-25,1420,100680,,5,5,1525,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-26,3483,103450,,6,6,3695,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-27,4176,104683.333333333,,6,6,4393,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-28,4211,106033.333333333,,6,6,3884,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-29,3287,108000,,3,3,3476,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-11-30,3532,109181.947268804,,5,5,3460,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-12-01,3122,107080,,5,5,2911,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-12-02,3089,110919.29176386,,6,6,2924,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-12-03,3575,113127.259045973,,9,9,3235,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-12-04,4150,114465.120139584,,6,6,3721,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-12-05,2912,115517.509985515,,9,9,3013,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-12-06,5313,117316.559267208,,10,10,4770,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-12-07,4373,118229.174074298,,5,5,3726,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-12-08,2326,117075,,4,4,2096,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-12-09,2994,118380.227856924,,7,7,2856,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-12-10,3154,118250,,6,6,3528,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-12-11,3151,118825,,9,9,2867,96,1,0,FALSE,FALSE,FALSE,,,,
ID001,2025-12-12,3753.42405151149,118526.618319348,,8,7,3199,96,0,1,FALSE,FALSE,FALSE,,,,
ID001,2025-12-13,2585,121400,,4,4,2216,96,0,0,FALSE,FALSE,FALSE,,,,
ID001,2025-12-14,4563,122983.333333333,,6,6,3777,96,0,0,FALSE,FALSE,FALSE,,,,
