animal_id,record_date,daily_feed_g,daily_weight_g,age_day,visits_n,visits_n_valid,total_duration_sec,location,n_outlier_wt,n_outlier_feed,has_feed_out_of_range_today,is_imputed_wt,is_imputed_feed,cum_feed,weight_kg,pred_cum_feed,pred_daily_feed
ID063,2025-11-12,1089,69494.8964175236,,2,2,748,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-11-13,3579.42405151149,71980,,5,3,2814,92,0,2,FALSE,FALSE,FALSE,,,,
ID063,2025-11-14,2933,77200,,5,5,3125,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-11-15,3142.42405151149,79500,,11,10,2989,92,0,1,FALSE,FALSE,FALSE,,,,
ID063,2025-11-16,3399,78000,,6,6,3566,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-11-17,2906,79557.1428571429,,7,7,2883,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-11-18,4162,80000,,7,7,4187,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-11-19,2123,81457.1428571429,,7,7,2018,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-11-20,3555,80938.9875953526,,5,5,3516,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-11-21,3223,83068.6331787314,,3,3,3217,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-11-22,863,84400,,4,4,918,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-11-23,2297,82268.5139912923,,4,4,2617,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-11-24,2990,85698.8928260573,,5,5,3107,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-11-25,2750,87433.3333333333,,3,3,3076,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-11-26,3791,88950,,6,6,3493,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-11-27,3682,90420,,5,5,3550,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-11-28,4145,92540,,5,5,4252,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-11-29,2688,93614.2857142857,,7,7,2583,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-11-30,3845.53930491852,94375,,8,6,2917,92,0,2,FALSE,FALSE,FALSE,,,,
ID063,2025-12-01,1987,93953.6725208435,,4,4,1787,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-12-02,3606,95014.2857142857,,7,7,3371,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-12-03,2742,94975,,4,4,3088,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-12-04,3718,95857.1428571429,,7,7,3925,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-12-05,3227,97683.3333333333,,6,6,3560,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-12-06,3309,97527.1593454824,,7,7,3505,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-12-07,3048,97799.9898486568,,5,5,3278,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-12-08,3458.11525340703,100080,,5,4,2933,92,0,1,FALSE,FALSE,FALSE,,,,
ID063,2025-12-09,3115,103566.666666667,,6,6,3048,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-12-10,4324.11525340703,107000,,7,6,3588,92,0,1,FALSE,FALSE,FALSE,,,,
ID063,2025-12-11,1146.42405151149,107340,,5,4,777,92,0,1,FALSE,FALSE,FALSE,,,,
ID063,2025-12-12,1305.11525340703,106466.666666667,,3,1,447,92,0,2,FALSE,FALSE,FALSE,,,,
ID063,2025-12-13,3592,111824.730895848,,5,5,3605,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-12-14,4178,113318.169326011,,8,8,3965,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-12-15,5345,113714.285714286,,7,7,5130,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-12-16,3516,111080,,5,5,3449,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-12-17,4099,111860,,5,5,3773,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-12-18,4077,114850,,6,6,3976,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-12-19,3392,113882.942540173,,3,3,3262,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-12-20,2853,115580,,5,5,2877,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-12-21,3038,116750,,4,4,3211,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-12-22,3893.11525340703,118660,,5,4,2848,92,0,1,FALSE,FALSE,FALSE,,,,
ID063,2025-12-23,2083.42405151149,119729.895147685,,7,6,1675,92,0,1,FALSE,FALSE,FALSE,,,,
ID063,2025-12-24,3701.11525340703,119733.333333333,,3,2,2326,92,0,1,FALSE,FALSE,FALSE,,,,
ID063,2025-12-25,3931,124212.5,,8,8,3129,92,0,0,FALSE,FALSE,FALSE,,,,
ID063,2025-12-26,1456,124933.333333333,,3,3,1179,92,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-09-17,366,37400,,5,5,1817,100,3,0,FALSE,FALSE,FALSE,,,,
ID064,2025-09-18,487,38702.9525450939,,8,8,1401,100,2,0,FALSE,FALSE,FALSE,,,,
ID064,2025-09-19,342,39851.4615630249,,3,3,761,100,1,0,FALSE,FALSE,FALSE,,,,
ID064,2025-09-20,773.42405151149,33089.9226165594,,10,9,2971,100,3,1,FALSE,FALSE,FALSE,,,,
ID064,2025-09-21,888,31577.8925769343,,6,6,2448,100,1,0,FALSE,FALSE,FALSE,,,,
ID064,2025-09-22,436,33175,,5,5,1664,100,1,0,FALSE,FALSE,FALSE,,,,
ID064,2025-09-23,313,34733.3333333333,,3,3,834,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-09-24,1018,35375,,8,8,2797,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-09-25,1059,36040,,17,17,2628,100,2,0,FALSE,FALSE,FALSE,,,,
ID064,2025-09-26,733.635476465227,37833.3333333333,,3,2,614,100,0,1,FALSE,FALSE,FALSE,,,,
ID064,2025-09-27,1122,39538.4615384615,,13,13,4369,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-09-28,1036,41512.987650254,,8,8,2791,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-09-29,1539,41909.0909090909,,11,11,3799,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-09-30,1315,43485.7142857143,,7,7,2618,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-01,1474.63547646523,44180,,5,4,3202,100,0,1,FALSE,FALSE,FALSE,,,,
ID064,2025-10-02,1295.63547646523,45360,,5,4,2466,100,0,1,FALSE,FALSE,FALSE,,,,
ID064,2025-10-03,848,46300,,7,7,3164,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-04,905,47457.1428571429,,7,7,4095,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-05,314,48266.6666666667,,3,3,1360,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-06,1406,49388.8888888889,,9,9,4486,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-07,1806,54500,,15,15,5638,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-08,721,56233.3333333333,,6,6,3433,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-09,1106,56420,,6,6,3318,100,1,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-10,575,57700,,4,4,2724,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-11,820,58860,,5,5,3691,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-12,982,59814.2857142857,,7,7,4307,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-13,1440,61600,,7,7,4866,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-14,1235,63780,,5,5,4588,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-15,1242,64777.7777777778,,9,9,4105,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-16,560,65580,,5,5,2891,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-17,797,66280,,5,5,3847,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-18,1567,68675,,4,4,3426,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-19,2223.11525340703,68050,,4,3,3675,100,0,1,FALSE,FALSE,FALSE,,,,
ID064,2025-10-20,1232.42405151149,71482.8747223715,,5,4,3286,100,0,1,FALSE,FALSE,FALSE,,,,
ID064,2025-10-21,1443,71466.6666666667,,6,6,4933,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-22,1103,72940,,5,5,4198,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-23,1159,73716.6666666667,,6,6,5452,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-24,1473,74379.9750625609,,8,8,4948,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-25,502,74933.3333333333,,3,3,2665,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-26,1333,73550,,4,4,5713,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-27,1220,76200,,4,4,3947,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-28,1189,78225,,4,4,3742,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-29,1729,79450,,6,6,4447,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-30,1431,80083.3333333333,,6,6,3703,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-10-31,2323,81000,,6,6,4476,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-01,1560,81437.5,,8,8,4896,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-02,1079,81425,,4,4,4202,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-03,2024,81788.8888888889,,9,9,6695,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-04,1554,82980,,5,5,3832,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-05,3610,84750,,4,4,4674,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-06,1912,86442.8571428572,,7,7,2768,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-07,2099,86500,,6,6,3083,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-08,2986,87750.0536980541,,6,6,4016,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-09,2304,94197.4561120672,,7,7,3028,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-10,2479,95122.2222222222,,9,9,3467,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-11,3503,96700,,6,6,4506,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-12,3680,96866.6666666667,,9,9,4455,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-13,1505,92500,,1,1,1652,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-14,4122,99682.8039580831,,4,4,4883,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-15,3567,101914.285714286,,7,7,4192,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-16,3400,101375,,4,4,3841,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-17,3547,102976.298778572,,5,5,4109,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-18,2867,104344.275671876,,4,4,4215,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-19,3466,99456.8800640385,,5,5,4035,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-20,4814,98996.3710369885,,6,6,5674,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-21,3868,98782.7189900858,,4,4,4600,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-22,1908,99801.8851824842,,5,5,3883,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-23,1212,100313.669995822,,6,6,3642,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-24,3191,104001.770266553,,4,4,3539,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-25,4398,106359.681240851,,6,6,4993,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-26,5013,107504.61354721,,7,7,5292,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-27,3732,108894.775204569,,4,4,4279,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-28,3205,110237.770362338,,5,5,4093,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-11-29,3879.42405151149,109282.547131614,,4,3,4139,100,0,1,FALSE,FALSE,FALSE,,,,
ID064,2025-11-30,3634,112189.340118218,,4,4,4016,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-12-01,3098,112310.915691802,,5,5,3116,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-12-02,2224,113341.393877121,,3,3,2824,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-12-03,3960,117433.333333333,,3,3,3915,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-12-04,3829,119266.666666667,,3,3,3956,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-12-05,4028,121550,,4,4,3988,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-12-06,3629.22763317742,122614.285714286,,7,7,5303,100,0,0,FALSE,FALSE,TRUE,,,,
ID064,2025-12-07,4112,124400,,4,4,4151,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-12-08,3630,124140,,5,5,3824,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-12-09,3201,124700,,3,3,3453,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-12-10,4596,127150,,4,4,4814,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-12-11,2639.53930491852,124968.381478029,,4,2,1356,100,0,2,FALSE,FALSE,FALSE,,,,
ID064,2025-12-12,3996,128642.857142857,,7,7,3701,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-12-13,4585,132987.385101161,,5,5,4373,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-12-14,3368,132500,,3,3,3540,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-12-15,4481,135120.31833836,,6,6,5172,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-12-16,4285,133850,,4,4,4245,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-12-17,3514,135757.035797851,,4,4,3433,100,0,0,FALSE,FALSE,FALSE,,,,
ID064,2025-12-18,4318,137690.440111129,,5,5,4467,100,1,0,FALSE,FALSE,FALSE,,,,
ID064,2025-12-19,3730,137818.012293163,,3,3,3495,100,1,0,FALSE,FALSE,FALSE,,,,
ID064,2025-12-20,4327,137975,,4,4,4067,100,1,0,FALSE,FALSE,FALSE,,,,
ID064,2025-12-21,3587,140300,,4,4,4737,100,2,0,FALSE,FALSE,FALSE,,,,
ID066,2025-09-17,659,35022.2041238507,,5,5,1738,96,5,0,FALSE,TRUE,FALSE,,,,
ID066,2025-09-18,1366,34899.7255808764,,9,9,3178,96,9,0,FALSE,TRUE,FALSE,,,,
ID066,2025-09-19,1239.42405151149,34790.2627857214,,12,11,1936,96,12,1,FALSE,TRUE,FALSE,,,,
ID066,2025-09-20,1637.42405151149,35003.1069024762,,16,15,3018,96,12,1,FALSE,FALSE,FALSE,,,,
ID066,2025-09-21,1466.42405151149,32238.2406712418,,16,15,2949,96,8,1,FALSE,FALSE,FALSE,,,,
ID066,2025-09-22,1076,33283.883401498,,10,10,2483,96,3,0,FALSE,FALSE,FALSE,,,,
ID066,2025-09-23,914,33218.5336500088,,7,7,2235,96,1,0,FALSE,FALSE,FALSE,,,,
ID066,2025-09-24,724,34072.5358484424,,5,5,1726,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-09-25,1616,35609.20384875,,6,6,4009,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-09-26,1841,37183.7667067963,,13,13,3652,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-09-27,1476,36890.3206357572,,9,9,3918,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-09-28,1229,38440,,5,5,2499,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-09-29,457,38466.8598840384,,5,5,1119,96,1,0,FALSE,FALSE,FALSE,,,,
ID066,2025-09-30,1457,39566.6666666667,,6,6,2847,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-01,2268,40218.1818181818,,11,11,4817,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-02,1495,41363.6363636364,,11,11,2990,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-03,1793,42268.75,,16,16,3603,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-04,1666,42200,,6,6,2970,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-05,1710,43490,,11,11,3293,96,1,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-06,2305,44607.1428571429,,14,14,4232,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-07,2146,45430.7692307692,,13,13,3643,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-08,2029,46050,,12,12,3560,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-09,1326,47100,,7,7,2559,96,1,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-10,566.42405151149,47200,,4,3,546,96,0,1,FALSE,FALSE,FALSE,,,,
ID066,2025-10-11,2123,48397.7194539322,,14,14,4161,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-12,2242.42405151149,49796.7938274754,,14,13,4177,96,1,1,FALSE,FALSE,FALSE,,,,
ID066,2025-10-13,2247,50586.4287517367,,17,17,4302,96,1,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-14,2799,51407.1428571429,,15,15,5189,96,1,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-15,2075,52018.75,,16,16,3681,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-16,2416.42405151149,53255,,20,17,4013,96,0,3,FALSE,FALSE,FALSE,,,,
ID066,2025-10-17,1875,54668.75,,16,16,3112,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-18,1094,54011.987898177,,6,6,2091,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-19,1982,55254.5454545455,,11,11,3797,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-20,2300,56464.2857142857,,14,14,3897,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-21,2383,58169.2307692308,,13,13,4266,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-22,2689,59192.3076923077,,13,13,4733,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-23,2677.42405151149,60165.2173913044,,24,23,4401,96,1,1,FALSE,FALSE,FALSE,,,,
ID066,2025-10-24,2899,60569.8920915894,,15,15,4942,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-25,1792,61816.4561204934,,12,12,3272,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-26,3117,62261.8187417368,,10,10,5501,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-27,2078,63704.116356788,,11,11,3974,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-28,3231,64639.8387322574,,13,13,5285,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-29,2888,66122.2222222222,,10,10,4668,96,1,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-30,1942,66935.2941176471,,18,18,3305,96,1,0,FALSE,FALSE,FALSE,,,,
ID066,2025-10-31,3354,68194.2523753641,,12,12,5665,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-01,2379,68496.6130066478,,11,11,4022,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-02,2736,69207.9405825705,,11,11,4713,96,2,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-03,1321,70139.3267101686,,6,6,2238,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-04,2737,69986.5614138033,,13,13,4709,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-05,3186,72853.171307171,,12,12,5159,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-06,2672.42405151149,72823.5298144477,,11,10,4258,96,0,1,FALSE,FALSE,FALSE,,,,
ID066,2025-11-07,2646,74573.4917241978,,12,12,4459,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-08,3187.42405151149,75742.6117881033,,13,12,5082,96,0,1,FALSE,FALSE,FALSE,,,,
ID066,2025-11-09,3433,77080,,11,11,5671,96,1,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-10,2654,76960.6149135613,,9,9,3227,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-11,3340,77730.6724025967,,15,15,4907,96,1,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-12,1212.42405151149,77752.3586618447,,3,2,1308,96,0,1,FALSE,FALSE,FALSE,,,,
ID066,2025-11-13,3458,80228.5714285714,,7,7,5448,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-14,2695,81315.9137102096,,11,11,4537,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-15,3637,82558.5010549909,,11,11,5638,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-16,2764,83757.9822751444,,10,10,4207,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-17,3151,84525,,8,8,4728,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-18,2357,85620.3851443379,,9,9,3571,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-19,4023,86271.859327943,,9,9,5414,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-20,2986,88312.624544549,,11,11,4377,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-21,2614,89694.9530403705,,13,13,3716,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-22,2597,90086.0299637644,,10,10,3950,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-23,2913,90781.5995356076,,15,15,3756,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-24,2672,91210,,10,10,3906,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-25,2882,90921.6355724249,,10,10,4240,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-26,3243.42405151149,92850.9291149157,,11,10,4437,96,0,1,FALSE,FALSE,FALSE,,,,
ID066,2025-11-27,2482,92871.4680250915,,8,8,3628,96,1,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-28,4211,93994.3341033957,,11,11,5454,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-11-29,3603.42405151149,95457.9225978913,,16,15,4070,96,0,1,FALSE,FALSE,FALSE,,,,
ID066,2025-11-30,2503,96733.0707357394,,8,8,3551,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-01,3112,97437.7922727698,,9,9,4164,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-02,3753,98038.844517636,,9,9,5167,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-03,3265,100834.58980718,,12,12,4464,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-04,3620,102059.264185621,,8,8,4660,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-05,2862,101844.444444444,,9,9,3645,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-06,3487,102175.654546345,,5,5,4698,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-07,2174,104050,,4,4,3245,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-08,3707,104312.210330465,,9,9,4978,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-09,2748,106272.290132649,,8,8,4051,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-10,2302,105496.539292781,,12,12,3520,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-11,3729,106170.683344787,,5,5,5210,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-12,2946,107153.989836234,,8,8,3694,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-13,3081,109184.01636471,,8,8,3613,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-14,2466,109243.156601744,,7,7,3031,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-15,4271,110353.629319992,,7,7,5857,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-16,2965,110674.376209731,,11,11,3491,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-17,2916,112285.714285714,,7,7,3882,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-18,3377,112725,,8,8,4637,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-19,2666,111934.081043486,,9,9,3741,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-20,2639,114542.857142857,,7,7,3842,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-21,3745,114820,,10,10,5136,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-22,3357,116066.666666667,,9,9,4488,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-23,3227,118213.329727662,,5,5,3998,96,0,0,FALSE,FALSE,FALSE,,,,
ID066,2025-12-24,2845,117000,,3,3,3141,96,0,0,FALSE,FALSE,FALSE,,,,
ID067,2025-09-12,166.42405151149,31013.0021866789,,4,1,15,102,4,3,FALSE,TRUE,FALSE,,,,
ID067,2025-09-13,132.42405151149,30972.1950679844,,7,1,15,102,7,6,FALSE,TRUE,FALSE,,,,
ID067,2025-09-14,701.177190452402,30953.535490476,,1,0,0,102,1,1,FALSE,TRUE,TRUE,,,,
ID067,2025-09-16,887.417829622701,30962.2688713792,,2,0,0,102,2,2,FALSE,TRUE,TRUE,,,,
ID067,2025-09-19,1262.42405151149,30961.7100113859,,4,3,2084,102,1,1,FALSE,FALSE,FALSE,,,,
ID067,2025-09-20,1465,31150.237675497,,3,3,2638,102,0,0,FALSE,FALSE,FALSE,,,,
ID067,2025-09-21,1711,32512.3655884474,,6,6,3429,102,0,0,FALSE,FALSE,FALSE,,,,
ID067,2025-09-22,1268,32737.2963274679,,4,4,2344,102,0,0,FALSE,FALSE,FALSE,,,,
ID067,2025-09-23,1666,33874.3403003072,,4,4,2924,102,0,0,FALSE,FALSE,FALSE,,,,
ID067,2025-09-24,2274,33946.0932331586,,6,6,3856,102,0,0,FALSE,FALSE,FALSE,,,,
ID067,2025-09-25,1569,36450,,4,4,2845,102,0,0,FALSE,FALSE,FALSE,,,,
ID067,2025-09-26,1936,37380,,5,5,3135,102,0,0,FALSE,FALSE,FALSE,,,,
ID067,2025-09-27,2018,38322.2222222222,,9,9,3434,102,0,0,FALSE,FALSE,FALSE,,,,
ID067,2025-09-28,1875,39112.5,,8,8,3488,102,0,0,FALSE,FALSE,FALSE,,,,
ID067,2025-09-29,1345,39942.8571428571,,7,7,1988,102,0,0,FALSE,FALSE,FALSE,,,,
ID067,2025-09-30,2242,40383.3333333333,,6,6,3469,102,0,0,FALSE,FALSE,FALSE,,,,
ID067,2025-10-01,1622,40850,,4,4,2957,102,0,0,FALSE,FALSE,FALSE,,,,
ID067,2025-10-02,1941,42270,,10,10,3052,102,0,0,FALSE,FALSE,FALSE,,,,
