animal_number,lifenumber,responder,location,visit_time,duration,state,weight,feed_intake
70732905,LL22141101M,9.82091E+14,1707,2022/11/25 22:02,367,0,43000,172
70721340,LL22144904M,9.82091E+14,1707,2022/11/25 22:08,629,0,52500,442
70734876,LL22153804M,9.82091E+14,1707,2022/11/25 22:19,513,0,46000,222
70734852,LL22148101M,9.82091E+14,1707,2022/11/25 22:32,587,0,36500,159
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/25 23:27,464,0,53500,323
70734891,LL22149402M,9.82091E+14,1707,2022/11/26 0:10,44,0,,1
70734154,LL22150506M,9.82091E+14,1707,2022/11/26 0:23,613,0,47500,190
70734852,LL22148101M,9.82091E+14,1707,2022/11/26 0:36,330,0,36500,104
70734154,LL22150506M,9.82091E+14,1707,2022/11/26 0:42,217,0,46500,120
70734876,LL22153804M,9.82091E+14,1707,2022/11/26 0:47,367,0,45000,169
70739142,LL22150005M,9.82091E+14,1707,2022/11/26 0:54,698,0,37500,277
70734154,LL22150506M,9.82091E+14,1707,2022/11/26 1:11,46,0,,15
70721340,LL22144904M,9.82091E+14,1707,2022/11/26 2:30,398,0,52500,268
70734119,LL22150501M,9.82091E+14,1707,2022/11/26 3:34,211,0,41000,90
70734848,LL22148404M,9.82091E+14,1707,2022/11/26 3:41,367,0,46000,168
70721340,LL22144904M,9.82091E+14,1707,2022/11/26 3:55,430,0,52000,252
70734162,LL22150204M,9.82091E+14,1707,2022/11/26 4:04,282,0,36500,153
70739142,LL22150005M,9.82091E+14,1707,2022/11/26 4:09,765,0,36000,284
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/26 5:05,320,0,53500,128
70734154,LL22150506M,9.82091E+14,1707,2022/11/26 5:13,512,0,47500,144
70734154,LL22150506M,9.82091E+14,1707,2022/11/26 5:27,187,0,47500,73
70734154,LL22150506M,9.82091E+14,1707,2022/11/26 5:33,54,0,,26
70734154,LL22150506M,9.82091E+14,1707,2022/11/26 5:43,64,0,47500,33
70734891,LL22149402M,9.82091E+14,1707,2022/11/26 5:52,1038,0,38500,11
70721340,LL22144904M,9.82091E+14,1707,2022/11/26 6:10,413,0,53000,226
70734119,LL22150501M,9.82091E+14,1707,2022/11/26 6:17,713,0,41000,240
70734852,LL22148101M,9.82091E+14,1707,2022/11/26 6:29,1196,0,36500,387
70732905,LL22141101M,9.82091E+14,1707,2022/11/26 6:50,1275,0,42000,579
70739142,LL22150005M,9.82091E+14,1707,2022/11/26 7:11,1015,0,37500,377
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/26 7:28,603,0,53000,144
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/26 7:58,307,0,54000,175
70721340,LL22144904M,9.82091E+14,1707,2022/11/26 8:03,353,0,52000,209
70734848,LL22148404M,9.82091E+14,1707,2022/11/26 8:10,783,0,46500,394
70734876,LL22153804M,9.82091E+14,1707,2022/11/26 8:23,1287,0,46000,465
70721340,LL22144904M,9.82091E+14,1707,2022/11/26 8:45,18,0,,20
70734154,LL22150506M,9.82091E+14,1707,2022/11/26 8:45,957,0,47500,427
70734119,LL22150501M,9.82091E+14,1707,2022/11/26 9:01,632,0,41000,244
70721340,LL22144904M,9.82091E+14,1707,2022/11/26 9:12,550,0,52000,411
70732905,LL22141101M,9.82091E+14,1707,2022/11/26 9:23,173,0,43000,70
70734154,LL22150506M,9.82091E+14,1707,2022/11/26 9:27,178,0,46500,46
70732905,LL22141101M,9.82091E+14,1707,2022/11/26 9:30,352,0,42500,162
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/26 10:23,361,0,53500,207
70734162,LL22150204M,9.82091E+14,1707,2022/11/26 10:34,870,0,36500,439
70734891,LL22149402M,9.82091E+14,1707,2022/11/26 10:49,1852,0,38500,325
70734891,LL22149402M,9.82091E+14,1707,2022/11/26 11:20,321,0,38000,90
70739142,LL22150005M,9.82091E+14,1707,2022/11/26 11:25,816,0,37500,370
70734119,LL22150501M,9.82091E+14,1707,2022/11/26 11:39,466,0,41500,168
70734876,LL22153804M,9.82091E+14,1707,2022/11/26 11:47,776,0,49000,284
70732905,LL22141101M,9.82091E+14,1707,2022/11/26 12:00,748,0,43000,373
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/26 12:13,716,0,54000,402
70734154,LL22150506M,9.82091E+14,1707,2022/11/26 12:25,758,0,48000,342
70721340,LL22144904M,9.82091E+14,1707,2022/11/26 12:38,664,0,52000,563
70734891,LL22149402M,9.82091E+14,1707,2022/11/26 12:51,1324,0,38500,245
70734119,LL22150501M,9.82091E+14,1707,2022/11/26 13:13,470,0,41000,206
70734848,LL22148404M,9.82091E+14,1707,2022/11/26 13:21,675,0,46000,543
70734154,LL22150506M,9.82091E+14,1707,2022/11/26 13:33,432,0,48500,181
70734876,LL22153804M,9.82091E+14,1707,2022/11/26 13:40,880,0,45000,408
70739142,LL22150005M,9.82091E+14,1707,2022/11/26 13:55,662,0,38500,270
70734162,LL22150204M,9.82091E+14,1707,2022/11/26 14:06,473,0,36000,248
70739142,LL22150005M,9.82091E+14,1707,2022/11/26 14:16,74,0,38000,9
70734891,LL22149402M,9.82091E+14,1707,2022/11/26 14:19,193,0,40000,2
70732905,LL22141101M,9.82091E+14,1707,2022/11/26 14:26,752,0,43000,379
70734848,LL22148404M,9.82091E+14,1707,2022/11/26 14:39,20,0,,1
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/26 14:40,304,0,54500,200
70732905,LL22141101M,9.82091E+14,1707,2022/11/26 14:46,185,0,43000,62
70734891,LL22149402M,9.82091E+14,1707,2022/11/26 14:52,48,0,,1
70734162,LL22150204M,9.82091E+14,1707,2022/11/26 14:56,342,0,36500,188
70734891,LL22149402M,9.82091E+14,1707,2022/11/26 15:02,101,0,40500,3
70734852,LL22148101M,9.82091E+14,1707,2022/11/26 15:03,1209,0,36000,334
70734891,LL22149402M,9.82091E+14,1707,2022/11/26 15:24,140,0,39000,1
70734119,LL22150501M,9.82091E+14,1707,2022/11/26 15:26,481,0,41000,223
70721340,LL22144904M,9.82091E+14,1707,2022/11/26 15:34,314,0,53000,220
70734891,LL22149402M,9.82091E+14,1707,2022/11/26 15:41,152,0,40500,3
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/26 15:51,480,0,54000,321
70734848,LL22148404M,9.82091E+14,1707,2022/11/26 15:59,29,0,,2
70732905,LL22141101M,9.82091E+14,1707,2022/11/26 16:00,411,0,43000,191
70734162,LL22150204M,9.82091E+14,1707,2022/11/26 16:07,69,0,38000,7
70734891,LL22149402M,9.82091E+14,1707,2022/11/26 16:09,390,0,40500,2
70734154,LL22150506M,9.82091E+14,1707,2022/11/26 16:16,344,0,49000,185
70734848,LL22148404M,9.82091E+14,1707,2022/11/26 16:22,314,0,46000,190
70734876,LL22153804M,9.82091E+14,1707,2022/11/26 16:27,1025,0,45500,377
70734154,LL22150506M,9.82091E+14,1707,2022/11/26 16:58,43,0,,21
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/26 17:00,321,0,55000,197
70734852,LL22148101M,9.82091E+14,1707,2022/11/26 17:06,1048,0,36000,291
70734891,LL22149402M,9.82091E+14,1707,2022/11/26 17:26,1625,0,37250,749
70721340,LL22144904M,9.82091E+14,1707,2022/11/26 17:53,481,0,53500,451
70732905,LL22141101M,9.82091E+14,1707,2022/11/26 18:10,639,0,44500,325
70734119,LL22150501M,9.82091E+14,1707,2022/11/26 18:36,599,0,41000,231
70734848,LL22148404M,9.82091E+14,1707,2022/11/26 18:47,462,0,47000,410
70734852,LL22148101M,9.82091E+14,1707,2022/11/26 18:58,612,0,37000,176
70739142,LL22150005M,9.82091E+14,1707,2022/11/26 19:09,454,0,37500,187
70734876,LL22153804M,9.82091E+14,1707,2022/11/26 19:31,900,0,46500,379
70734154,LL22150506M,9.82091E+14,1707,2022/11/26 19:47,144,0,48500,75
70734154,LL22150506M,9.82091E+14,1707,2022/11/26 19:53,88,0,48000,52
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/26 20:00,336,0,54000,169
70734154,LL22150506M,9.82091E+14,1707,2022/11/26 21:51,212,0,48000,72
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/26 22:27,18,0,,1
70721340,LL22144904M,9.82091E+14,1707,2022/11/26 22:39,381,0,54000,305
70732905,LL22141101M,9.82091E+14,1707,2022/11/26 22:45,467,0,44500,218
70734162,LL22150204M,9.82091E+14,1707,2022/11/26 22:53,249,0,37500,134
70734876,LL22153804M,9.82091E+14,1707,2022/11/26 22:57,436,0,46500,207
70734154,LL22150506M,9.82091E+14,1707,2022/11/26 23:05,87,0,48500,36
70734154,LL22150506M,9.82091E+14,1707,2022/11/26 23:09,135,0,48750,38
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/26 23:11,616,0,55000,382
70734852,LL22148101M,9.82091E+14,1707,2022/11/26 23:37,359,0,37500,83
70734162,LL22150204M,9.82091E+14,1707,2022/11/27 0:55,252,0,37000,161
70734119,LL22150501M,9.82091E+14,1707,2022/11/27 1:30,971,0,42500,366
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/27 1:57,617,0,55000,384
70721340,LL22144904M,9.82091E+14,1707,2022/11/27 2:21,290,0,53500,194
70739142,LL22150005M,9.82091E+14,1707,2022/11/27 2:33,248,0,37500,83
70739142,LL22150005M,9.82091E+14,1707,2022/11/27 2:41,169,0,38000,55
70734154,LL22150506M,9.82091E+14,1707,2022/11/27 2:47,599,0,48000,182
70734154,LL22150506M,9.82091E+14,1707,2022/11/27 2:59,119,0,47000,34
70734848,LL22148404M,9.82091E+14,1707,2022/11/27 3:01,382,0,48000,148
70734154,LL22150506M,9.82091E+14,1707,2022/11/27 3:08,193,0,48000,81
70739142,LL22150005M,9.82091E+14,1707,2022/11/27 3:53,610,0,38000,252
70739142,LL22150005M,9.82091E+14,1707,2022/11/27 4:05,108,0,36000,16
70734852,LL22148101M,9.82091E+14,1707,2022/11/27 4:09,707,0,37000,195
70721340,LL22144904M,9.82091E+14,1707,2022/11/27 4:21,376,0,53000,285
70721340,LL22144904M,9.82091E+14,1707,2022/11/27 4:29,147,0,54500,79
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/27 4:33,556,0,55000,374
70734162,LL22150204M,9.82091E+14,1707,2022/11/27 5:07,199,0,37500,97
70732905,LL22141101M,9.82091E+14,1707,2022/11/27 5:12,624,0,43500,319
70734876,LL22153804M,9.82091E+14,1707,2022/11/27 5:23,709,0,46500,295
70734891,LL22149402M,9.82091E+14,1707,2022/11/27 5:46,25,0,,2
70734154,LL22150506M,9.82091E+14,1707,2022/11/27 6:11,611,0,47000,161
70734848,LL22148404M,9.82091E+14,1707,2022/11/27 6:23,481,0,47500,120
70734154,LL22150506M,9.82091E+14,1707,2022/11/27 6:32,110,0,45500,72
70734154,LL22150506M,9.82091E+14,1707,2022/11/27 6:36,126,0,47500,54
70732905,LL22141101M,9.82091E+14,1707,2022/11/27 6:58,458,0,44500,207
70721340,LL22144904M,9.82091E+14,1707,2022/11/27 7:07,211,0,54500,138
70734891,LL22149402M,9.82091E+14,1707,2022/11/27 7:11,426,0,38500,23
70739142,LL22150005M,9.82091E+14,1707,2022/11/27 7:18,594,0,38500,148
70734891,LL22149402M,9.82091E+14,1707,2022/11/27 7:28,910,0,38000,132
70734852,LL22148101M,9.82091E+14,1707,2022/11/27 7:44,1100,0,36500,322
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/27 8:02,698,0,55500,427
70734876,LL22153804M,9.82091E+14,1707,2022/11/27 8:14,866,0,48000,381
70734119,LL22150501M,9.82091E+14,1707,2022/11/27 8:29,556,0,41500,229
70732905,LL22141101M,9.82091E+14,1707,2022/11/27 8:39,154,0,44000,118
70734162,LL22150204M,9.82091E+14,1707,2022/11/27 8:42,448,0,37000,152
70734891,LL22149402M,9.82091E+14,1707,2022/11/27 8:49,417,0,41000,2
70721340,LL22144904M,9.82091E+14,1707,2022/11/27 8:56,408,0,53000,345
70734891,LL22149402M,9.82091E+14,1707,2022/11/27 9:04,1328,0,39000,547
70734154,LL22150506M,9.82091E+14,1707,2022/11/27 9:26,825,0,48000,397
70734848,LL22148404M,9.82091E+14,1707,2022/11/27 9:40,584,0,47000,90
70732905,LL22141101M,9.82091E+14,1707,2022/11/27 9:53,887,0,44000,473
70734848,LL22148404M,9.82091E+14,1707,2022/11/27 10:09,175,0,47000,36
70739142,LL22150005M,9.82091E+14,1707,2022/11/27 10:27,597,0,38500,221
70739142,LL22150005M,9.82091E+14,1707,2022/11/27 10:39,82,0,38500,27
70739142,LL22150005M,9.82091E+14,1707,2022/11/27 10:50,78,0,38000,6
70734162,LL22150204M,9.82091E+14,1707,2022/11/27 10:54,408,0,36500,189
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/27 11:01,202,0,55500,54
70721340,LL22144904M,9.82091E+14,1707,2022/11/27 11:04,412,0,54000,288
70734848,LL22148404M,9.82091E+14,1707,2022/11/27 11:12,737,0,46000,513
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/27 11:24,738,0,55500,427
70734119,LL22150501M,9.82091E+14,1707,2022/11/27 11:36,1077,0,42000,425
70732905,LL22141101M,9.82091E+14,1707,2022/11/27 11:54,511,0,44500,285
70734876,LL22153804M,9.82091E+14,1707,2022/11/27 12:03,1253,0,47500,561
70734891,LL22149402M,9.82091E+14,1707,2022/11/27 12:24,1043,0,39500,473
70734154,LL22150506M,9.82091E+14,1707,2022/11/27 12:42,727,0,48250,278
70732905,LL22141101M,9.82091E+14,1707,2022/11/27 12:56,231,0,44500,119
70739142,LL22150005M,9.82091E+14,1707,2022/11/27 13:00,865,0,39000,357
70734162,LL22150204M,9.82091E+14,1707,2022/11/27 13:15,544,0,37500,275
70734852,LL22148101M,9.82091E+14,1707,2022/11/27 13:24,1485,0,36500,367
70721340,LL22144904M,9.82091E+14,1707,2022/11/27 13:50,277,0,53000,293
70734119,LL22150501M,9.82091E+14,1707,2022/11/27 13:55,408,0,42000,202
70721340,LL22144904M,9.82091E+14,1707,2022/11/27 14:03,48,0,,44
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/27 14:09,543,0,55500,345
70734848,LL22148404M,9.82091E+14,1707,2022/11/27 14:18,513,0,47500,329
70734891,LL22149402M,9.82091E+14,1707,2022/11/27 14:27,566,0,40500,275
70734162,LL22150204M,9.82091E+14,1707,2022/11/27 14:38,306,0,38000,121
70739142,LL22150005M,9.82091E+14,1707,2022/11/27 14:44,26,0,,2
70739142,LL22150005M,9.82091E+14,1707,2022/11/27 14:46,70,0,57000,8
70734119,LL22150501M,9.82091E+14,1707,2022/11/27 14:47,215,0,42500,105
70732905,LL22141101M,9.82091E+14,1707,2022/11/27 14:53,178,0,44500,86
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/27 14:56,295,0,55500,208
70732905,LL22141101M,9.82091E+14,1707,2022/11/27 15:01,226,0,44500,142
70734119,LL22150501M,9.82091E+14,1707,2022/11/27 15:05,96,0,43000,56
70721340,LL22144904M,9.82091E+14,1707,2022/11/27 15:07,479,0,53500,413
70734119,LL22150501M,9.82091E+14,1707,2022/11/27 15:15,58,0,,41
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/27 15:17,33,0,,18
70734119,LL22150501M,9.82091E+14,1707,2022/11/27 15:18,35,0,,18
70732905,LL22141101M,9.82091E+14,1707,2022/11/27 15:19,258,0,45000,133
70734876,LL22153804M,9.82091E+14,1707,2022/11/27 16:04,640,0,46000,292
70734154,LL22150506M,9.82091E+14,1707,2022/11/27 16:15,23,0,,23
70734119,LL22150501M,9.82091E+14,1707,2022/11/27 16:17,27,0,,23
70734154,LL22150506M,9.82091E+14,1707,2022/11/27 16:17,689,0,48000,423
70734876,LL22153804M,9.82091E+14,1707,2022/11/27 16:29,263,0,47000,123
70734852,LL22148101M,9.82091E+14,1707,2022/11/27 16:34,147,0,37500,48
70734154,LL22150506M,9.82091E+14,1707,2022/11/27 16:37,65,0,48000,45
70734119,LL22150501M,9.82091E+14,1707,2022/11/27 16:38,184,0,41000,101
70734848,LL22148404M,9.82091E+14,1707,2022/11/27 16:41,277,0,48000,147
70739142,LL22150005M,9.82091E+14,1707,2022/11/27 16:46,65,0,39000,23
70734852,LL22148101M,9.82091E+14,1707,2022/11/27 16:47,543,0,37000,136
70734891,LL22149402M,9.82091E+14,1707,2022/11/27 16:58,116,0,42750,3
70734154,LL22150506M,9.82091E+14,1707,2022/11/27 17:13,82,0,49000,39
70734891,LL22149402M,9.82091E+14,1707,2022/11/27 17:17,855,0,41000,380
70734162,LL22150204M,9.82091E+14,1707,2022/11/27 17:33,46,0,,1
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/27 17:51,504,0,56000,396
70732905,LL22141101M,9.82091E+14,1707,2022/11/27 18:00,882,0,45500,499
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/27 18:24,34,0,,3
70734162,LL22150204M,9.82091E+14,1707,2022/11/27 18:32,365,0,37000,225
70734876,LL22153804M,9.82091E+14,1707,2022/11/27 19:52,682,0,45500,306
70734852,LL22148101M,9.82091E+14,1707,2022/11/27 20:04,942,0,37000,271
70734848,LL22148404M,9.82091E+14,1707,2022/11/27 20:31,363,0,46500,250
70734162,LL22150204M,9.82091E+14,1707,2022/11/27 20:39,45,0,,4
70732905,LL22141101M,9.82091E+14,1707,2022/11/27 20:43,203,0,45500,89
70721340,LL22144904M,9.82091E+14,1707,2022/11/27 20:46,22,0,,13
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/27 21:39,491,0,55500,376
70739142,LL22150005M,9.82091E+14,1707,2022/11/27 22:41,313,0,39000,113
70734119,LL22150501M,9.82091E+14,1707,2022/11/27 22:46,200,0,43000,78
70732905,LL22141101M,9.82091E+14,1707,2022/11/27 22:50,153,0,45500,93
70734852,LL22148101M,9.82091E+14,1707,2022/11/27 22:52,536,0,37500,166
70734119,LL22150501M,9.82091E+14,1707,2022/11/27 23:02,289,0,43000,131
70734848,LL22148404M,9.82091E+14,1707,2022/11/27 23:49,29,0,,2
70734876,LL22153804M,9.82091E+14,1707,2022/11/27 23:55,812,0,41500,399
70721340,LL22144904M,9.82091E+14,1707,2022/11/28 0:31,427,0,53500,311
70734848,LL22148404M,9.82091E+14,1707,2022/11/28 0:57,363,0,48500,198
70734154,LL22150506M,9.82091E+14,1707,2022/11/28 1:17,826,0,46500,340
70732905,LL22141101M,9.82091E+14,1707,2022/11/28 1:35,314,0,45500,185
70734154,LL22150506M,9.82091E+14,1707,2022/11/28 1:43,229,0,46500,97
70734891,LL22149402M,9.82091E+14,1707,2022/11/28 1:55,791,0,41000,382
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/28 2:08,211,0,56000,112
70734119,LL22150501M,9.82091E+14,1707,2022/11/28 2:12,164,0,43000,91
70734162,LL22150204M,9.82091E+14,1707,2022/11/28 2:15,488,0,38500,276
70734119,LL22150501M,9.82091E+14,1707,2022/11/28 2:24,387,0,43500,144
70739142,LL22150005M,9.82091E+14,1707,2022/11/28 2:52,783,0,39000,257
70721340,LL22144904M,9.82091E+14,1707,2022/11/28 3:23,319,0,54000,202
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/28 3:53,674,0,56500,408
70734891,LL22149402M,9.82091E+14,1707,2022/11/28 5:10,49,0,,4
70734154,LL22150506M,9.82091E+14,1707,2022/11/28 5:25,445,0,50000,155
70721340,LL22144904M,9.82091E+14,1707,2022/11/28 5:32,171,0,55500,47
70734876,LL22153804M,9.82091E+14,1707,2022/11/28 5:36,908,0,46500,393
70734852,LL22148101M,9.82091E+14,1707,2022/11/28 5:51,1026,0,38000,237
70739142,LL22150005M,9.82091E+14,1707,2022/11/28 6:09,264,0,39500,79
70734119,LL22150501M,9.82091E+14,1707,2022/11/28 6:13,860,0,42000,303
70721340,LL22144904M,9.82091E+14,1707,2022/11/28 6:28,643,0,54000,377
70734154,LL22150506M,9.82091E+14,1707,2022/11/28 6:40,358,0,48500,161
70734119,LL22150501M,9.82091E+14,1707,2022/11/28 6:50,171,0,43000,72
70734848,LL22148404M,9.82091E+14,1707,2022/11/28 6:54,806,0,49000,403
70734119,LL22150501M,9.82091E+14,1707,2022/11/28 7:08,29,0,,24
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/28 7:08,709,0,56500,448
70734891,LL22149402M,9.82091E+14,1707,2022/11/28 7:41,557,0,42500,203
70739142,LL22150005M,9.82091E+14,1707,2022/11/28 7:53,695,0,39000,248
70734162,LL22150204M,9.82091E+14,1707,2022/11/28 8:05,540,0,38500,256
70732905,LL22141101M,9.82091E+14,1707,2022/11/28 8:16,869,0,45500,425
70732905,LL22141101M,9.82091E+14,1707,2022/11/28 8:32,459,0,45000,228
70734891,LL22149402M,9.82091E+14,1707,2022/11/28 8:40,701,0,40500,292
70734852,LL22148101M,9.82091E+14,1707,2022/11/28 8:52,1085,0,37500,287
70734154,LL22150506M,9.82091E+14,1707,2022/11/28 9:10,1000,0,49000,483
70721340,LL22144904M,9.82091E+14,1707,2022/11/28 9:27,536,0,53500,422
70734891,LL22149402M,9.82091E+14,1707,2022/11/28 9:39,841,0,42000,337
70734162,LL22150204M,9.82091E+14,1707,2022/11/28 9:54,48,0,,10
70734119,LL22150501M,9.82091E+14,1707,2022/11/28 9:55,7,0,,1
70734162,LL22150204M,9.82091E+14,1707,2022/11/28 9:55,120,0,64500,58
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/28 9:57,401,0,56500,251
70734848,LL22148404M,9.82091E+14,1707,2022/11/28 10:05,590,0,48500,278
70739142,LL22150005M,9.82091E+14,1707,2022/11/28 10:15,330,0,39250,83
70734876,LL22153804M,9.82091E+14,1707,2022/11/28 10:20,1102,0,46500,479
70734891,LL22149402M,9.82091E+14,1707,2022/11/28 10:40,26,0,,2
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/28 10:41,184,0,57500,77
70739142,LL22150005M,9.82091E+14,1707,2022/11/28 10:46,64,0,39500,15
70739142,LL22150005M,9.82091E+14,1707,2022/11/28 10:48,81,0,40000,20
70734119,LL22150501M,9.82091E+14,1707,2022/11/28 10:49,1021,0,43000,402
70732905,LL22141101M,9.82091E+14,1707,2022/11/28 11:06,273,0,45500,102
70734119,LL22150501M,9.82091E+14,1707,2022/11/28 11:11,108,0,43000,54
70721340,LL22144904M,9.82091E+14,1707,2022/11/28 11:13,332,0,54500,235
70732905,LL22141101M,9.82091E+14,1707,2022/11/28 11:18,315,0,45500,106
70734119,LL22150501M,9.82091E+14,1707,2022/11/28 11:24,27,0,,20
70732905,LL22141101M,9.82091E+14,1707,2022/11/28 11:26,39,0,,22
70734891,LL22149402M,9.82091E+14,1707,2022/11/28 11:29,264,0,43500,15
70734162,LL22150204M,9.82091E+14,1707,2022/11/28 11:33,607,0,38500,222
70721340,LL22144904M,9.82091E+14,1707,2022/11/28 11:45,215,0,52500,152
70734162,LL22150204M,9.82091E+14,1707,2022/11/28 11:49,27,0,,2
70734891,LL22149402M,9.82091E+14,1707,2022/11/28 11:50,105,0,45000,4
70734891,LL22149402M,9.82091E+14,1707,2022/11/28 11:54,51,0,,2
70732905,LL22141101M,9.82091E+14,1707,2022/11/28 11:55,218,0,45500,105
70739142,LL22150005M,9.82091E+14,1707,2022/11/28 12:00,555,0,39500,169
70739142,LL22150005M,9.82091E+14,1707,2022/11/28 12:11,118,0,39500,38
70734848,LL22148404M,9.82091E+14,1707,2022/11/28 12:13,369,0,48000,239
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/28 12:19,327,0,56500,170
70721340,LL22144904M,9.82091E+14,1707,2022/11/28 12:25,53,0,,8
70721340,LL22144904M,9.82091E+14,1707,2022/11/28 12:27,26,0,,1
70734119,LL22150501M,9.82091E+14,1707,2022/11/28 12:30,184,0,44000,90
70734891,LL22149402M,9.82091E+14,1707,2022/11/28 12:35,185,0,44500,17
70734891,LL22149402M,9.82091E+14,1707,2022/11/28 12:42,150,0,44500,17
70734162,LL22150204M,9.82091E+14,1707,2022/11/28 12:46,322,0,39000,162
70739142,LL22150005M,9.82091E+14,1707,2022/11/28 12:53,76,0,39500,21
70732905,LL22141101M,9.82091E+14,1707,2022/11/28 12:54,406,0,45500,190
70734154,LL22150506M,9.82091E+14,1707,2022/11/28 13:02,1037,0,49000,440
70734876,LL22153804M,9.82091E+14,1707,2022/11/28 13:19,848,0,48500,377
70734852,LL22148101M,9.82091E+14,1707,2022/11/28 13:33,1148,0,69000,341
70734891,LL22149402M,9.82091E+14,1707,2022/11/28 13:52,1095,0,42500,614
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/28 14:10,865,0,56500,589
70721340,LL22144904M,9.82091E+14,1707,2022/11/28 14:25,599,0,53000,512
70739142,LL22150005M,9.82091E+14,1707,2022/11/28 14:35,528,0,39500,184
70734119,LL22150501M,9.82091E+14,1707,2022/11/28 14:44,434,0,44000,209
70734891,LL22149402M,9.82091E+14,1707,2022/11/28 14:51,651,0,40500,285
70721340,LL22144904M,9.82091E+14,1707,2022/11/28 15:04,83,0,54500,36
70721340,LL22144904M,9.82091E+14,1707,2022/11/28 15:06,161,0,54500,114
70734162,LL22150204M,9.82091E+14,1707,2022/11/28 15:13,335,0,39000,131
70734848,LL22148404M,9.82091E+14,1707,2022/11/28 15:19,559,0,47000,372
70734119,LL22150501M,9.82091E+14,1707,2022/11/28 15:29,185,0,43500,102
70734154,LL22150506M,9.82091E+14,1707,2022/11/28 15:38,184,0,50500,79
70734162,LL22150204M,9.82091E+14,1707,2022/11/28 15:42,286,0,39000,136
70734154,LL22150506M,9.82091E+14,1707,2022/11/28 15:47,121,0,49500,70
70734848,LL22148404M,9.82091E+14,1707,2022/11/28 15:49,33,0,,1
70732905,LL22141101M,9.82091E+14,1707,2022/11/28 15:50,744,0,45500,401
70734891,LL22149402M,9.82091E+14,1707,2022/11/28 16:04,20,0,,1
70734876,LL22153804M,9.82091E+14,1707,2022/11/28 16:46,974,0,46000,445
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/28 17:07,518,0,55000,415
70734119,LL22150501M,9.82091E+14,1707,2022/11/28 17:19,101,0,44000,39
70732905,LL22141101M,9.82091E+14,1707,2022/11/28 17:35,71,0,46250,16
70734162,LL22150204M,9.82091E+14,1707,2022/11/28 17:42,168,0,39000,56
70732905,LL22141101M,9.82091E+14,1707,2022/11/28 17:46,42,0,,9
70734891,LL22149402M,9.82091E+14,1707,2022/11/28 17:47,29,0,,3
70734852,LL22148101M,9.82091E+14,1707,2022/11/28 17:55,1005,0,38000,295
70734154,LL22150506M,9.82091E+14,1707,2022/11/28 18:13,605,0,50000,310
