animal_number,lifenumber,responder,location,visit_time,duration,state,weight,feed_intake
70734119,LL22150501M,9.82091E+14,1707,2022/11/9 12:48,457,0,28000,187
70734162,LL22150204M,9.82091E+14,1707,2022/11/9 12:56,498,0,25000,109
70739142,LL22150005M,9.82091E+14,1707,2022/11/9 13:04,783,0,25500,74
70734852,LL22148101M,9.82091E+14,1707,2022/11/9 13:19,932,0,42500,257
70734876,LL22153804M,9.82091E+14,1707,2022/11/9 13:35,1037,0,30000,215
70734119,LL22150501M,9.82091E+14,1707,2022/11/9 13:52,275,0,28000,84
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/9 13:57,476,0,38000,263
70734848,LL22148404M,9.82091E+14,1707,2022/11/9 14:05,502,0,33500,186
70734162,LL22150204M,9.82091E+14,1707,2022/11/9 14:13,465,0,25000,103
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/9 14:22,378,0,38000,102
70734119,LL22150501M,9.82091E+14,1707,2022/11/9 14:29,290,0,28000,111
70734876,LL22153804M,9.82091E+14,1707,2022/11/9 14:35,175,0,52500,39
70734154,LL22150506M,9.82091E+14,1707,2022/11/9 14:38,1268,0,59500,425
70734891,LL22149402M,9.82091E+14,1707,2022/11/9 15:08,927,0,28500,318
70721340,LL22144904M,9.82091E+14,1707,2022/11/9 15:24,548,0,36000,283
70734162,LL22150204M,9.82091E+14,1707,2022/11/9 15:33,76,0,25000,11
70721340,LL22144904M,9.82091E+14,1707,2022/11/9 15:35,325,0,36000,42
70739142,LL22150005M,9.82091E+14,1707,2022/11/9 15:41,469,0,26000,41
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/9 15:50,17,0,,1
70739142,LL22150005M,9.82091E+14,1707,2022/11/9 15:52,210,0,26000,18
70734891,LL22149402M,9.82091E+14,1707,2022/11/9 15:56,404,0,28000,56
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/9 16:05,86,0,37500,32
70734119,LL22150501M,9.82091E+14,1707,2022/11/9 16:07,233,0,28500,94
70734852,LL22148101M,9.82091E+14,1707,2022/11/9 16:11,557,0,26500,152
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/9 16:21,279,0,37500,71
70739142,LL22150005M,9.82091E+14,1707,2022/11/9 16:26,53,0,,2
70739142,LL22150005M,9.82091E+14,1707,2022/11/9 16:27,98,0,50500,17
70732905,LL22141101M,9.82091E+14,1707,2022/11/9 16:29,379,0,23500,50
70734848,LL22148404M,9.82091E+14,1707,2022/11/9 16:35,624,0,33500,353
70734876,LL22153804M,9.82091E+14,1707,2022/11/9 17:00,1100,0,29500,342
70721340,LL22144904M,9.82091E+14,1707,2022/11/9 17:20,482,0,36500,108
70739142,LL22150005M,9.82091E+14,1707,2022/11/9 17:28,418,0,25500,87
70734876,LL22153804M,9.82091E+14,1707,2022/11/9 17:36,433,0,30000,49
70734891,LL22149402M,9.82091E+14,1707,2022/11/9 17:45,457,0,28500,35
70732905,LL22141101M,9.82091E+14,1707,2022/11/9 18:00,193,0,27500,81
70732905,LL22141101M,9.82091E+14,1707,2022/11/9 18:06,240,0,31250,199
70734891,LL22149402M,9.82091E+14,1707,2022/11/9 18:13,295,0,28500,68
70734876,LL22153804M,9.82091E+14,1707,2022/11/9 18:54,520,0,30500,77
70739142,LL22150005M,9.82091E+14,1707,2022/11/9 19:03,391,0,25500,83
70734162,LL22150204M,9.82091E+14,1707,2022/11/9 19:10,133,0,25500,13
70734162,LL22150204M,9.82091E+14,1707,2022/11/9 19:24,351,0,25000,129
70734119,LL22150501M,9.82091E+14,1707,2022/11/9 19:35,142,0,28500,36
70734852,LL22148101M,9.82091E+14,1707,2022/11/9 19:38,481,0,27000,150
70721340,LL22144904M,9.82091E+14,1707,2022/11/9 19:47,451,0,36500,140
70734848,LL22148404M,9.82091E+14,1707,2022/11/9 19:55,360,0,34000,92
70734848,LL22148404M,9.82091E+14,1707,2022/11/9 20:09,389,0,34000,255
70734891,LL22149402M,9.82091E+14,1707,2022/11/9 20:15,345,0,28500,120
70721340,LL22144904M,9.82091E+14,1707,2022/11/9 20:44,459,0,36500,290
70732905,LL22141101M,9.82091E+14,1707,2022/11/9 21:36,287,0,24500,85
70734154,LL22150506M,9.82091E+14,1707,2022/11/9 22:05,219,0,32500,52
70732905,LL22141101M,9.82091E+14,1707,2022/11/9 22:28,155,0,46000,34
70734119,LL22150501M,9.82091E+14,1707,2022/11/9 22:30,466,0,28500,152
70734891,LL22149402M,9.82091E+14,1707,2022/11/9 22:38,190,0,45750,26
70734891,LL22149402M,9.82091E+14,1707,2022/11/9 22:42,57,0,,6
70732905,LL22141101M,9.82091E+14,1707,2022/11/9 22:43,641,0,27500,175
70734876,LL22153804M,9.82091E+14,1707,2022/11/9 22:54,743,0,31000,180
70732905,LL22141101M,9.82091E+14,1707,2022/11/9 23:10,363,0,27250,87
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/9 23:43,341,0,37500,159
70739142,LL22150005M,9.82091E+14,1707,2022/11/10 0:33,656,0,26000,168
70734162,LL22150204M,9.82091E+14,1707,2022/11/10 0:46,145,0,25000,16
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/10 1:39,122,0,37000,17
70734891,LL22149402M,9.82091E+14,1707,2022/11/10 1:46,57,0,,11
70734891,LL22149402M,9.82091E+14,1707,2022/11/10 1:47,245,0,41000,49
70734162,LL22150204M,9.82091E+14,1707,2022/11/10 1:51,619,0,26000,292
70721340,LL22144904M,9.82091E+14,1707,2022/11/10 2:01,426,0,36500,147
70732905,LL22141101M,9.82091E+14,1707,2022/11/10 2:09,268,0,28000,33
70734119,LL22150501M,9.82091E+14,1707,2022/11/10 2:15,173,0,28000,48
70721340,LL22144904M,9.82091E+14,1707,2022/11/10 2:20,314,0,37000,137
70734154,LL22150506M,9.82091E+14,1707,2022/11/10 2:26,271,0,32500,97
70734119,LL22150501M,9.82091E+14,1707,2022/11/10 2:34,241,0,28500,77
70734119,LL22150501M,9.82091E+14,1707,2022/11/10 2:53,155,0,28500,49
70734876,LL22153804M,9.82091E+14,1707,2022/11/10 4:20,514,0,30500,100
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/10 4:31,438,0,37500,231
70734848,LL22148404M,9.82091E+14,1707,2022/11/10 5:12,297,0,34000,165
70734852,LL22148101M,9.82091E+14,1707,2022/11/10 5:19,666,0,26500,147
70734162,LL22150204M,9.82091E+14,1707,2022/11/10 5:32,19,0,,1
70734891,LL22149402M,9.82091E+14,1707,2022/11/10 5:33,499,0,28500,110
70732905,LL22141101M,9.82091E+14,1707,2022/11/10 6:08,540,0,27500,162
70739142,LL22150005M,9.82091E+14,1707,2022/11/10 6:17,176,0,41500,7
70739142,LL22150005M,9.82091E+14,1707,2022/11/10 6:21,102,0,42500,88
70734876,LL22153804M,9.82091E+14,1707,2022/11/10 6:23,679,0,30000,168
70734162,LL22150204M,9.82091E+14,1707,2022/11/10 6:36,520,0,25000,191
70734154,LL22150506M,9.82091E+14,1707,2022/11/10 6:47,812,0,32000,229
70739142,LL22150005M,9.82091E+14,1707,2022/11/10 7:01,871,0,25500,113
70721340,LL22144904M,9.82091E+14,1707,2022/11/10 7:17,551,0,36000,280
70734848,LL22148404M,9.82091E+14,1707,2022/11/10 7:46,414,0,33500,162
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/10 7:54,121,0,50000,31
70739142,LL22150005M,9.82091E+14,1707,2022/11/10 7:56,341,0,26000,39
70739142,LL22150005M,9.82091E+14,1707,2022/11/10 8:04,488,0,26000,130
70734891,LL22149402M,9.82091E+14,1707,2022/11/10 8:12,207,0,28500,77
70734162,LL22150204M,9.82091E+14,1707,2022/11/10 8:16,17,0,,4
70734891,LL22149402M,9.82091E+14,1707,2022/11/10 8:16,299,0,28500,79
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/10 8:23,341,0,55500,102
70732905,LL22141101M,9.82091E+14,1707,2022/11/10 8:29,113,0,27500,21
70734119,LL22150501M,9.82091E+14,1707,2022/11/10 8:31,29,0,,7
70734876,LL22153804M,9.82091E+14,1707,2022/11/10 8:32,420,0,35750,74
70734162,LL22150204M,9.82091E+14,1707,2022/11/10 8:39,157,0,24500,14
70734154,LL22150506M,9.82091E+14,1707,2022/11/10 8:42,558,0,33000,154
70732905,LL22141101M,9.82091E+14,1707,2022/11/10 8:52,524,0,28000,168
70734852,LL22148101M,9.82091E+14,1707,2022/11/10 9:10,1118,0,26000,243
70734876,LL22153804M,9.82091E+14,1707,2022/11/10 9:29,433,0,30500,149
70734162,LL22150204M,9.82091E+14,1707,2022/11/10 9:37,299,0,52000,112
70734119,LL22150501M,9.82091E+14,1707,2022/11/10 9:42,175,0,28500,53
70734119,LL22150501M,9.82091E+14,1707,2022/11/10 9:45,28,0,,11
70734162,LL22150204M,9.82091E+14,1707,2022/11/10 9:45,280,0,25000,71
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/10 9:50,263,0,37500,54
70734848,LL22148404M,9.82091E+14,1707,2022/11/10 9:55,769,0,33500,353
70739142,LL22150005M,9.82091E+14,1707,2022/11/10 10:08,498,0,26500,100
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/10 10:17,167,0,37500,39
70721340,LL22144904M,9.82091E+14,1707,2022/11/10 10:21,561,0,36500,261
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/10 10:32,250,0,38000,115
70734119,LL22150501M,9.82091E+14,1707,2022/11/10 10:38,583,0,28500,177
70734162,LL22150204M,9.82091E+14,1707,2022/11/10 10:48,406,0,25500,108
70734119,LL22150501M,9.82091E+14,1707,2022/11/10 10:55,135,0,44000,48
70732905,LL22141101M,9.82091E+14,1707,2022/11/10 10:57,781,0,28000,205
70734119,LL22150501M,9.82091E+14,1707,2022/11/10 11:11,251,0,28500,66
70734162,LL22150204M,9.82091E+14,1707,2022/11/10 11:15,109,0,25000,12
70739142,LL22150005M,9.82091E+14,1707,2022/11/10 11:17,435,0,27000,76
70734852,LL22148101M,9.82091E+14,1707,2022/11/10 11:30,496,0,53500,276
70734891,LL22149402M,9.82091E+14,1707,2022/11/10 11:38,473,0,57000,117
70734876,LL22153804M,9.82091E+14,1707,2022/11/10 11:46,1174,0,30500,297
70734891,LL22149402M,9.82091E+14,1707,2022/11/10 12:06,746,0,28500,171
70721340,LL22144904M,9.82091E+14,1707,2022/11/10 12:19,473,0,36500,83
70734162,LL22150204M,9.82091E+14,1707,2022/11/10 12:27,731,0,25500,251
70734848,LL22148404M,9.82091E+14,1707,2022/11/10 12:40,287,0,70500,108
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/10 12:45,349,0,37500,70
70734891,LL22149402M,9.82091E+14,1707,2022/11/10 12:52,127,0,28500,3
70734119,LL22150501M,9.82091E+14,1707,2022/11/10 12:58,578,0,28500,176
70734891,LL22149402M,9.82091E+14,1707,2022/11/10 13:12,42,0,,1
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/10 13:15,358,0,37500,110
70739142,LL22150005M,9.82091E+14,1707,2022/11/10 13:36,338,0,27000,73
70734154,LL22150506M,9.82091E+14,1707,2022/11/10 13:41,1203,0,32500,211
70734154,LL22150506M,9.82091E+14,1707,2022/11/10 14:02,47,0,,5
70734162,LL22150204M,9.82091E+14,1707,2022/11/10 14:02,182,0,25500,6
70734119,LL22150501M,9.82091E+14,1707,2022/11/10 14:06,223,0,48750,61
70734162,LL22150204M,9.82091E+14,1707,2022/11/10 14:10,2,0,,2
70734162,LL22150204M,9.82091E+14,1707,2022/11/10 14:10,364,0,43750,155
70721340,LL22144904M,9.82091E+14,1707,2022/11/10 14:16,542,0,37000,179
70734852,LL22148101M,9.82091E+14,1707,2022/11/10 14:25,648,0,27000,141
70734162,LL22150204M,9.82091E+14,1707,2022/11/10 14:36,345,0,26000,107
70734154,LL22150506M,9.82091E+14,1707,2022/11/10 14:42,403,0,58000,158
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/10 14:49,436,0,38500,88
70739142,LL22150005M,9.82091E+14,1707,2022/11/10 14:57,1007,0,27000,108
70734852,LL22148101M,9.82091E+14,1707,2022/11/10 15:14,343,0,44000,75
70721340,LL22144904M,9.82091E+14,1707,2022/11/10 15:20,387,0,37000,239
70732905,LL22141101M,9.82091E+14,1707,2022/11/10 15:26,342,0,28500,66
70734848,LL22148404M,9.82091E+14,1707,2022/11/10 15:32,429,0,34500,160
70734162,LL22150204M,9.82091E+14,1707,2022/11/10 15:39,4,0,,8
70734848,LL22148404M,9.82091E+14,1707,2022/11/10 15:39,338,0,34500,200
70734162,LL22150204M,9.82091E+14,1707,2022/11/10 15:48,217,0,26000,53
70739142,LL22150005M,9.82091E+14,1707,2022/11/10 15:53,858,0,27000,163
70734876,LL22153804M,9.82091E+14,1707,2022/11/10 16:08,1630,0,31000,341
70739142,LL22150005M,9.82091E+14,1707,2022/11/10 16:36,285,0,27000,46
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/10 16:40,181,0,38000,53
70734154,LL22150506M,9.82091E+14,1707,2022/11/10 16:44,562,0,33000,88
70734891,LL22149402M,9.82091E+14,1707,2022/11/10 16:55,436,0,28500,76
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/10 17:02,469,0,38000,238
70734891,LL22149402M,9.82091E+14,1707,2022/11/10 17:13,173,0,28500,1
70732905,LL22141101M,9.82091E+14,1707,2022/11/10 17:41,817,0,28000,263
70734876,LL22153804M,9.82091E+14,1707,2022/11/10 17:55,650,0,31500,199
70734154,LL22150506M,9.82091E+14,1707,2022/11/10 18:06,139,0,33000,46
70734852,LL22148101M,9.82091E+14,1707,2022/11/10 18:18,358,0,27000,91
70734876,LL22153804M,9.82091E+14,1707,2022/11/10 18:43,582,0,32000,166
70734119,LL22150501M,9.82091E+14,1707,2022/11/10 18:53,205,0,29000,79
70734891,LL22149402M,9.82091E+14,1707,2022/11/10 18:57,642,0,28000,92
70734848,LL22148404M,9.82091E+14,1707,2022/11/10 19:10,456,0,35000,168
70734119,LL22150501M,9.82091E+14,1707,2022/11/10 19:18,474,0,29000,149
70734848,LL22148404M,9.82091E+14,1707,2022/11/10 19:28,295,0,34500,181
70734119,LL22150501M,9.82091E+14,1707,2022/11/10 19:34,150,0,29000,65
70734848,LL22148404M,9.82091E+14,1707,2022/11/10 19:39,50,0,,1
70734119,LL22150501M,9.82091E+14,1707,2022/11/10 19:41,59,0,,26
70734848,LL22148404M,9.82091E+14,1707,2022/11/10 19:46,109,0,35000,23
70734848,LL22148404M,9.82091E+14,1707,2022/11/10 19:51,79,0,35000,4
70734119,LL22150501M,9.82091E+14,1707,2022/11/10 20:00,111,0,29000,31
70734848,LL22148404M,9.82091E+14,1707,2022/11/10 20:02,82,0,35000,1
70734154,LL22150506M,9.82091E+14,1707,2022/11/10 20:06,277,0,33000,117
70721340,LL22144904M,9.82091E+14,1707,2022/11/10 20:13,444,0,37000,239
70734154,LL22150506M,9.82091E+14,1707,2022/11/10 21:36,290,0,33000,86
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/10 21:42,215,0,54000,59
70739142,LL22150005M,9.82091E+14,1707,2022/11/10 21:46,620,0,44500,94
70734848,LL22148404M,9.82091E+14,1707,2022/11/10 21:58,271,0,35500,133
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/10 22:43,325,0,38500,170
70734162,LL22150204M,9.82091E+14,1707,2022/11/10 22:51,260,0,45500,55
70732905,LL22141101M,9.82091E+14,1707,2022/11/10 22:55,280,0,51000,53
70739142,LL22150005M,9.82091E+14,1707,2022/11/10 23:00,66,0,42000,7
70734852,LL22148101M,9.82091E+14,1707,2022/11/10 23:01,279,0,46500,93
70734891,LL22149402M,9.82091E+14,1707,2022/11/10 23:06,124,0,42500,34
70734891,LL22149402M,9.82091E+14,1707,2022/11/10 23:08,28,0,,22
70734154,LL22150506M,9.82091E+14,1707,2022/11/10 23:09,22,0,,12
70734891,LL22149402M,9.82091E+14,1707,2022/11/10 23:09,37,0,,16
70734154,LL22150506M,9.82091E+14,1707,2022/11/10 23:10,7,0,,9
70734891,LL22149402M,9.82091E+14,1707,2022/11/10 23:10,151,0,60250,29
70732905,LL22141101M,9.82091E+14,1707,2022/11/10 23:16,622,0,24000,142
70734162,LL22150204M,9.82091E+14,1707,2022/11/10 23:30,224,0,26000,44
70734154,LL22150506M,9.82091E+14,1707,2022/11/10 23:34,430,0,33000,132
70734852,LL22148101M,9.82091E+14,1707,2022/11/10 23:42,624,0,27000,177
70721340,LL22144904M,9.82091E+14,1707,2022/11/10 23:53,557,0,37500,250
70734162,LL22150204M,9.82091E+14,1707,2022/11/11 0:05,206,0,26000,81
70732905,LL22141101M,9.82091E+14,1707,2022/11/11 1:33,435,0,28000,127
70734891,LL22149402M,9.82091E+14,1707,2022/11/11 1:40,313,0,57000,111
70734119,LL22150501M,9.82091E+14,1707,2022/11/11 1:46,785,0,29500,226
70734876,LL22153804M,9.82091E+14,1707,2022/11/11 1:59,643,0,31500,66
70734154,LL22150506M,9.82091E+14,1707,2022/11/11 2:11,170,0,33000,33
70721340,LL22144904M,9.82091E+14,1707,2022/11/11 2:15,411,0,53000,206
70739142,LL22150005M,9.82091E+14,1707,2022/11/11 2:22,1172,0,27000,267
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/11 3:00,401,0,38500,237
70734162,LL22150204M,9.82091E+14,1707,2022/11/11 3:24,295,0,25500,132
70734848,LL22148404M,9.82091E+14,1707,2022/11/11 4:28,439,0,35500,245
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/11 4:38,285,0,39000,129
70734154,LL22150506M,9.82091E+14,1707,2022/11/11 4:54,628,0,48500,177
70734852,LL22148101M,9.82091E+14,1707,2022/11/11 5:04,696,0,46000,168
70732905,LL22141101M,9.82091E+14,1707,2022/11/11 5:16,672,0,28000,172
70739142,LL22150005M,9.82091E+14,1707,2022/11/11 6:03,672,0,26500,183
70721340,LL22144904M,9.82091E+14,1707,2022/11/11 6:39,455,0,36500,234
70734162,LL22150204M,9.82091E+14,1707,2022/11/11 6:50,273,0,25500,102
70734876,LL22153804M,9.82091E+14,1707,2022/11/11 6:55,324,0,31000,73
70734154,LL22150506M,9.82091E+14,1707,2022/11/11 7:01,154,0,32500,45
70734162,LL22150204M,9.82091E+14,1707,2022/11/11 7:10,310,0,25500,124
70734891,LL22149402M,9.82091E+14,1707,2022/11/11 7:16,404,0,28500,166
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/11 7:32,316,0,38000,125
70734848,LL22148404M,9.82091E+14,1707,2022/11/11 7:39,373,0,35000,110
70739142,LL22150005M,9.82091E+14,1707,2022/11/11 7:46,503,0,26500,55
70739142,LL22150005M,9.82091E+14,1707,2022/11/11 7:56,424,0,27000,118
70734119,LL22150501M,9.82091E+14,1707,2022/11/11 8:03,568,0,29000,184
70734848,LL22148404M,9.82091E+14,1707,2022/11/11 8:16,298,0,35000,109
70732905,LL22141101M,9.82091E+14,1707,2022/11/11 8:23,262,0,27500,41
70734154,LL22150506M,9.82091E+14,1707,2022/11/11 8:28,360,0,32500,86
70734154,LL22150506M,9.82091E+14,1707,2022/11/11 8:36,407,0,33000,142
70734876,LL22153804M,9.82091E+14,1707,2022/11/11 8:43,690,0,31000,164
70734852,LL22148101M,9.82091E+14,1707,2022/11/11 8:55,193,0,27000,43
70734852,LL22148101M,9.82091E+14,1707,2022/11/11 8:58,444,0,53000,39
70732905,LL22141101M,9.82091E+14,1707,2022/11/11 9:06,1355,0,28500,412
70721340,LL22144904M,9.82091E+14,1707,2022/11/11 9:28,695,0,37000,205
70732905,LL22141101M,9.82091E+14,1707,2022/11/11 9:45,435,0,28500,90
70734162,LL22150204M,9.82091E+14,1707,2022/11/11 9:52,455,0,62500,157
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/11 10:00,395,0,63500,155
70739142,LL22150005M,9.82091E+14,1707,2022/11/11 10:08,909,0,27000,146
70739142,LL22150005M,9.82091E+14,1707,2022/11/11 10:24,252,0,27500,117
70734891,LL22149402M,9.82091E+14,1707,2022/11/11 10:28,215,0,28500,39
70734852,LL22148101M,9.82091E+14,1707,2022/11/11 10:34,907,0,27500,242
70734162,LL22150204M,9.82091E+14,1707,2022/11/11 10:50,117,0,25500,4
70734876,LL22153804M,9.82091E+14,1707,2022/11/11 10:52,314,0,30500,43
70734119,LL22150501M,9.82091E+14,1707,2022/11/11 10:58,424,0,29000,128
70734162,LL22150204M,9.82091E+14,1707,2022/11/11 11:05,370,0,25500,116
70734119,LL22150501M,9.82091E+14,1707,2022/11/11 11:11,310,0,29000,111
70734891,LL22149402M,9.82091E+14,1707,2022/11/11 11:17,348,0,28500,65
70721340,LL22144904M,9.82091E+14,1707,2022/11/11 11:23,850,0,37000,352
70739142,LL22150005M,9.82091E+14,1707,2022/11/11 11:39,452,0,28000,97
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/11 11:46,668,0,38500,159
70734154,LL22150506M,9.82091E+14,1707,2022/11/11 11:57,634,0,33500,245
70734876,LL22153804M,9.82091E+14,1707,2022/11/11 12:09,656,0,31500,136
70734891,LL22149402M,9.82091E+14,1707,2022/11/11 12:20,361,0,45000,60
70734848,LL22148404M,9.82091E+14,1707,2022/11/11 12:26,750,0,35000,355
70734162,LL22150204M,9.82091E+14,1707,2022/11/11 12:39,556,0,26500,116
70734891,LL22149402M,9.82091E+14,1707,2022/11/11 12:49,430,0,28500,91
70734162,LL22150204M,9.82091E+14,1707,2022/11/11 12:56,745,0,26500,157
70739142,LL22150005M,9.82091E+14,1707,2022/11/11 13:09,146,0,28000,40
70739179,LL22133202M,699b78b7-0c70-4ae2-ab86-2d616dd829b8,1707,2022/11/11 13:11,482,0,39000,196
70734891,LL22149402M,9.82091E+14,1707,2022/11/11 13:19,310,0,28500,52
70734119,LL22150501M,9.82091E+14,1707,2022/11/11 13:24,507,0,29500,131
70734852,LL22148101M,9.82091E+14,1707,2022/11/11 13:33,1391,0,40000,360
70732905,LL22141101M,9.82091E+14,1707,2022/11/11 13:56,772,0,28500,212
