animal_number,lifenumber,responder,location,visit_time,duration,state,weight,feed_intake
70935887,DD23090002M,9.82091E+14,1709,2023/6/20 16:49,2143,0,50000,1025
70935906,DD23091801M,9.82091E+14,1709,2023/6/20 17:28,538,0,57000,362
70936054,DD23099502M,9.82091E+14,1709,2023/6/20 17:38,738,0,57000,260
70936054,DD23099502M,9.82091E+14,1709,2023/6/20 17:51,47,0,,72
70933446,PP23086501M,9.82091E+14,1709,2023/6/20 17:52,6,0,,12
70936054,DD23099502M,9.82091E+14,1709,2023/6/20 17:52,110,0,77000,11
70936054,DD23099502M,9.82091E+14,1709,2023/6/20 17:55,79,0,68500,40
70933446,PP23086501M,9.82091E+14,1709,2023/6/20 17:56,607,0,48500,399
70934385,DD23079503M,9.82091E+14,1709,2023/6/20 18:06,1499,0,51500,891
70937716,PP23078702M,02ac8702-f3a9-4b8f-b337-b4e668387389,1709,2023/6/20 18:31,1156,0,74500,687
70933393,DD23085002M,9.82091E+14,1709,2023/6/20 18:56,738,0,60500,500
70935894,PP23092009M,9.82091E+14,1709,2023/6/20 19:08,89,0,48000,45
70936071,PP23095404M,9.82091E+14,1709,2023/6/20 19:10,1415,0,48000,650
70933885,DD23099802M,9.82091E+14,1709,2023/6/20 19:33,1316,0,57500,210
70933885,DD23099802M,9.82091E+14,1709,2023/6/20 19:55,7,0,,444
70933850,DD23100505M,9.82091E+14,1709,2023/6/20 19:55,2,0,,6
70933885,DD23099802M,9.82091E+14,1709,2023/6/20 19:55,31,0,,4
70933885,DD23099802M,9.82091E+14,1709,2023/6/20 19:56,16,0,,12
70933850,DD23100505M,9.82091E+14,1709,2023/6/20 20:00,12,0,,93
70935999,PP23095401M,02ac8702-f3a9-4b8f-b337-b4e668387389,1709,2023/6/20 20:00,16,0,,3
70933850,DD23100505M,9.82091E+14,1709,2023/6/20 20:00,68,0,56250,42
70933850,DD23100505M,9.82091E+14,1709,2023/6/20 20:02,2,0,,5
70935999,PP23095401M,02ac8702-f3a9-4b8f-b337-b4e668387389,1709,2023/6/20 20:02,6,0,,9
70933850,DD23100505M,9.82091E+14,1709,2023/6/20 20:02,39,0,,23
70935999,PP23095401M,02ac8702-f3a9-4b8f-b337-b4e668387389,1709,2023/6/20 20:03,472,0,47000,274
70933850,DD23100505M,9.82091E+14,1709,2023/6/20 20:11,756,0,50500,295
70933850,DD23100505M,9.82091E+14,1709,2023/6/20 20:24,15,0,,92
70933446,PP23086501M,9.82091E+14,1709,2023/6/20 20:27,32,0,,126
70936014,DD23096003M,9.82091E+14,1709,2023/6/20 20:27,1925,0,53000,711
70936054,DD23099502M,9.82091E+14,1709,2023/6/20 21:01,1557,0,63000,757
70937699,PP23078704M,9.82091E+14,1709,2023/6/20 21:28,1972,0,60000,907
70937732,PP23081801M,9.82091E+14,1709,2023/6/20 22:01,82,0,43750,14
70937732,PP23081801M,9.82091E+14,1709,2023/6/20 22:11,26,0,,51
70937732,PP23081801M,9.82091E+14,1709,2023/6/20 22:11,2,0,,242
70933446,PP23086501M,9.82091E+14,1709,2023/6/20 22:11,1456,0,40000,835
70937732,PP23081801M,9.82091E+14,1709,2023/6/20 22:37,608,0,33500,345
70935887,DD23090002M,9.82091E+14,1709,2023/6/20 22:47,594,0,39000,291
70933409,PP23087502M,9.82091E+14,1709,2023/6/20 22:58,1136,0,44500,458
70933409,PP23087502M,9.82091E+14,1709,2023/6/20 23:17,298,0,50500,133
70936045,DD23099001M,9.82091E+14,1709,2023/6/20 23:22,1321,0,40500,679
70935970,PP23092102M,9.82091E+14,1709,2023/6/20 23:44,630,0,43000,327
70937732,PP23081801M,9.82091E+14,1709,2023/6/20 23:54,80,0,69500,52
70935999,PP23095401M,02ac8702-f3a9-4b8f-b337-b4e668387389,1709,2023/6/20 23:56,146,0,63500,54
70933393,DD23085002M,9.82091E+14,1709,2023/6/20 23:58,645,0,42000,281
70937742,PP23081806M,9.82091E+14,1709,2023/6/21 0:11,1643,0,24500,666
70937716,PP23078702M,02ac8702-f3a9-4b8f-b337-b4e668387389,1709,2023/6/21 0:46,187,0,40500,90
70935999,PP23095401M,02ac8702-f3a9-4b8f-b337-b4e668387389,1709,2023/6/21 0:49,756,0,42000,460
70931962,DD23099101M,9.82091E+14,1709,2023/6/21 1:02,2239,0,38500,1116
70935999,PP23095401M,02ac8702-f3a9-4b8f-b337-b4e668387389,1709,2023/6/21 1:42,1073,0,37500,517
70935999,PP23095401M,02ac8702-f3a9-4b8f-b337-b4e668387389,1709,2023/6/21 2:03,69,0,37000,9
70937716,PP23078702M,02ac8702-f3a9-4b8f-b337-b4e668387389,1709,2023/6/21 2:07,734,0,41000,326
70936071,PP23095404M,9.82091E+14,1709,2023/6/21 2:19,880,0,46500,389
70935906,DD23091801M,9.82091E+14,1709,2023/6/21 2:34,670,0,38500,359
70935894,PP23092009M,9.82091E+14,1709,2023/6/21 3:00,1471,0,29000,648
70933393,DD23085002M,9.82091E+14,1709,2023/6/21 3:25,710,0,42000,360
70936045,DD23099001M,9.82091E+14,1709,2023/6/21 3:44,916,0,35000,479
70937699,PP23078704M,9.82091E+14,1709,2023/6/21 4:00,456,0,39500,186
70933864,DD23098901M,9.82091E+14,1709,2023/6/21 4:07,1720,0,28000,770
70935887,DD23090002M,9.82091E+14,1709,2023/6/21 4:40,813,0,39500,449
70936071,PP23095404M,9.82091E+14,1709,2023/6/21 4:56,429,0,40500,166
70935897,DD23089701M,9.82091E+14,1709,2023/6/21 5:10,1430,0,40500,703
70937732,PP23081801M,9.82091E+14,1709,2023/6/21 5:37,613,0,54000,340
70933460,PP23087504M,9.82091E+14,1709,2023/6/21 5:47,904,0,32500,492
70935906,DD23091801M,9.82091E+14,1709,2023/6/21 6:03,228,0,38500,107
70937716,PP23078702M,02ac8702-f3a9-4b8f-b337-b4e668387389,1709,2023/6/21 6:15,677,0,41000,238
70935897,DD23089701M,9.82091E+14,1709,2023/6/21 6:50,549,0,41000,171
70937742,PP23081806M,9.82091E+14,1709,2023/6/21 7:00,535,0,25500,183
70935970,PP23092102M,9.82091E+14,1709,2023/6/21 7:10,1039,0,33500,405
70934385,DD23079503M,9.82091E+14,1709,2023/6/21 7:34,1368,0,42000,805
70931962,DD23099101M,9.82091E+14,1709,2023/6/21 7:58,715,0,40000,350
70933393,DD23085002M,9.82091E+14,1709,2023/6/21 8:10,814,0,43000,380
70935887,DD23090002M,9.82091E+14,1709,2023/6/21 8:43,336,0,40000,177
70937732,PP23081801M,9.82091E+14,1709,2023/6/21 9:03,565,0,35500,273
70937732,PP23081801M,9.82091E+14,1709,2023/6/21 9:12,25,0,,3
70933460,PP23087504M,9.82091E+14,1709,2023/6/21 9:13,8,0,,1
70937732,PP23081801M,9.82091E+14,1709,2023/6/21 9:13,25,0,,4
70933460,PP23087504M,9.82091E+14,1709,2023/6/21 9:14,1301,0,34000,719
70935906,DD23091801M,9.82091E+14,1709,2023/6/21 9:37,244,0,39000,99
70935897,DD23089701M,9.82091E+14,1709,2023/6/21 9:44,699,0,41500,337
70935919,PP23093603M,9.82091E+14,1709,2023/6/21 9:56,471,0,29500,216
70931962,DD23099101M,9.82091E+14,1709,2023/6/21 10:04,17,0,,3
70935919,PP23093603M,9.82091E+14,1709,2023/6/21 10:05,63,0,47000,31
70935999,PP23095401M,02ac8702-f3a9-4b8f-b337-b4e668387389,1709,2023/6/21 10:06,1104,0,38500,629
70935919,PP23093603M,9.82091E+14,1709,2023/6/21 10:25,658,0,30000,259
70936045,DD23099001M,9.82091E+14,1709,2023/6/21 10:36,995,0,36000,417
70936045,DD23099001M,9.82091E+14,1709,2023/6/21 10:55,147,0,36500,43
70933393,DD23085002M,9.82091E+14,1709,2023/6/21 10:58,289,0,43000,70
70931962,DD23099101M,9.82091E+14,1709,2023/6/21 11:04,703,0,48000,323
70933409,PP23087502M,9.82091E+14,1709,2023/6/21 11:16,1680,0,51000,589
70933460,PP23087504M,9.82091E+14,1709,2023/6/21 11:44,120,0,34500,58
70934385,DD23079503M,9.82091E+14,1709,2023/6/21 11:46,749,0,43500,449
70937732,PP23081801M,9.82091E+14,1709,2023/6/21 12:00,96,0,59000,32
70935887,DD23090002M,9.82091E+14,1709,2023/6/21 12:02,871,0,46000,492
70936054,DD23099502M,9.82091E+14,1709,2023/6/21 12:16,1582,0,43500,709
70935906,DD23091801M,9.82091E+14,1709,2023/6/21 12:43,432,0,39000,214
70935897,DD23089701M,9.82091E+14,1709,2023/6/21 12:51,940,0,42500,471
70935894,PP23092009M,9.82091E+14,1709,2023/6/21 13:07,617,0,31000,324
70935970,PP23092102M,9.82091E+14,1709,2023/6/21 13:18,495,0,43000,203
70937699,PP23078704M,9.82091E+14,1709,2023/6/21 13:26,1201,0,39500,539
70935919,PP23093603M,9.82091E+14,1709,2023/6/21 13:46,201,0,50500,111
70937716,PP23078702M,02ac8702-f3a9-4b8f-b337-b4e668387389,1709,2023/6/21 13:50,107,0,59250,45
70933850,DD23100505M,9.82091E+14,1709,2023/6/21 13:52,60,0,,23
70933864,DD23098901M,9.82091E+14,1709,2023/6/21 13:53,1481,0,51500,696
70933850,DD23100505M,9.82091E+14,1709,2023/6/21 14:23,10,0,,114
70936071,PP23095404M,9.82091E+14,1709,2023/6/21 14:35,4,0,,280
70936071,PP23095404M,9.82091E+14,1709,2023/6/21 14:35,680,0,44500,266
70937716,PP23078702M,02ac8702-f3a9-4b8f-b337-b4e668387389,1709,2023/6/21 14:47,584,0,41000,360
70933885,DD23099802M,9.82091E+14,1709,2023/6/21 14:57,434,0,35500,205
70936045,DD23099001M,9.82091E+14,1709,2023/6/21 15:05,766,0,45500,350
70933850,DD23100505M,9.82091E+14,1709,2023/6/21 15:35,46,0,,484
70935970,PP23092102M,9.82091E+14,1709,2023/6/21 15:36,15,0,,1
70933850,DD23100505M,9.82091E+14,1709,2023/6/21 15:37,545,0,45500,283
70933393,DD23085002M,9.82091E+14,1709,2023/6/21 15:46,964,0,45750,410
70934385,DD23079503M,9.82091E+14,1709,2023/6/21 16:02,1242,0,44000,785
70933885,DD23099802M,9.82091E+14,1709,2023/6/21 16:25,285,0,26000,170
70931962,DD23099101M,9.82091E+14,1709,2023/6/21 16:30,1532,0,41000,757
70935887,DD23090002M,9.82091E+14,1709,2023/6/21 16:56,539,0,41500,259
70933864,DD23098901M,9.82091E+14,1709,2023/6/21 17:05,670,0,40750,287
70935906,DD23091801M,9.82091E+14,1709,2023/6/21 17:16,7,0,,47
70933864,DD23098901M,9.82091E+14,1709,2023/6/21 17:16,89,0,61000,12
70935906,DD23091801M,9.82091E+14,1709,2023/6/21 17:18,795,0,38500,405
70936054,DD23099502M,9.82091E+14,1709,2023/6/21 17:36,1191,0,44500,591
70933885,DD23099802M,9.82091E+14,1709,2023/6/21 17:56,536,0,37000,254
70933885,DD23099802M,9.82091E+14,1709,2023/6/21 18:24,297,0,37500,98
70933864,DD23098901M,9.82091E+14,1709,2023/6/21 18:29,741,0,41500,386
70935906,DD23091801M,9.82091E+14,1709,2023/6/21 18:43,111,0,38000,49
70936014,DD23096003M,9.82091E+14,1709,2023/6/21 18:46,2298,0,48000,838
70934385,DD23079503M,9.82091E+14,1709,2023/6/21 19:26,718,0,44500,419
70933393,DD23085002M,9.82091E+14,1709,2023/6/21 19:37,602,0,43500,241
70933885,DD23099802M,9.82091E+14,1709,2023/6/21 19:48,487,0,28000,224
70933393,DD23085002M,9.82091E+14,1709,2023/6/21 19:58,70,0,43500,5
70933850,DD23100505M,9.82091E+14,1709,2023/6/21 20:01,512,0,33500,225
70935897,DD23089701M,9.82091E+14,1709,2023/6/21 20:10,956,0,53000,531
70935887,DD23090002M,9.82091E+14,1709,2023/6/21 20:26,613,0,41500,360
70933850,DD23100505M,9.82091E+14,1709,2023/6/21 20:43,519,0,34000,251
70936054,DD23099502M,9.82091E+14,1709,2023/6/21 20:58,845,0,45500,423
70933393,DD23085002M,9.82091E+14,1709,2023/6/21 21:15,532,0,43500,84
70936014,DD23096003M,9.82091E+14,1709,2023/6/21 22:04,648,0,27000,316
70935897,DD23089701M,9.82091E+14,1709,2023/6/21 22:51,169,0,43000,67
70933393,DD23085002M,9.82091E+14,1709,2023/6/21 22:54,552,0,43500,258
70934385,DD23079503M,9.82091E+14,1709,2023/6/21 23:13,448,0,45500,268
70933393,DD23085002M,9.82091E+14,1709,2023/6/21 23:23,107,0,44000,1
70935887,DD23090002M,9.82091E+14,1709,2023/6/22 0:47,644,0,42000,363
70933885,DD23099802M,9.82091E+14,1709,2023/6/22 0:58,848,0,36000,434
70935897,DD23089701M,9.82091E+14,1709,2023/6/22 1:15,345,0,42500,163
70933864,DD23098901M,9.82091E+14,1709,2023/6/22 1:21,885,0,40750,393
70934385,DD23079503M,9.82091E+14,1709,2023/6/22 2:14,398,0,45000,204
70936054,DD23099502M,9.82091E+14,1709,2023/6/22 2:51,599,0,46000,299
70931962,DD23099101M,9.82091E+14,1709,2023/6/22 3:02,1351,0,41500,568
70933393,DD23085002M,9.82091E+14,1709,2023/6/22 3:24,850,0,42000,377
70936014,DD23096003M,9.82091E+14,1709,2023/6/22 4:06,689,0,32500,239
70935906,DD23091801M,9.82091E+14,1709,2023/6/22 4:54,289,0,39000,114
70933850,DD23100505M,9.82091E+14,1709,2023/6/22 5:08,1239,0,24000,504
70935897,DD23089701M,9.82091E+14,1709,2023/6/22 5:34,114,0,42500,39
70936054,DD23099502M,9.82091E+14,1709,2023/6/22 5:45,452,0,46500,215
70933393,DD23085002M,9.82091E+14,1709,2023/6/22 6:22,403,0,43500,132
70933864,DD23098901M,9.82091E+14,1709,2023/6/22 6:33,1102,0,41000,502
70935887,DD23090002M,9.82091E+14,1709,2023/6/22 7:08,797,0,42000,402
70934385,DD23079503M,9.82091E+14,1709,2023/6/22 7:26,696,0,45000,351
70935906,DD23091801M,9.82091E+14,1709,2023/6/22 7:39,681,0,39000,286
70935897,DD23089701M,9.82091E+14,1709,2023/6/22 7:52,416,0,42500,179
70936014,DD23096003M,9.82091E+14,1709,2023/6/22 8:49,664,0,34500,334
70933393,DD23085002M,9.82091E+14,1709,2023/6/22 9:00,1135,0,44000,565
70931962,DD23099101M,9.82091E+14,1709,2023/6/22 9:20,1041,0,41500,468
70931962,DD23099101M,9.82091E+14,1709,2023/6/22 9:46,10,0,,1
70935887,DD23090002M,9.82091E+14,1709,2023/6/22 10:05,502,0,42500,211
70934385,DD23079503M,9.82091E+14,1709,2023/6/22 10:15,717,0,45000,381
70935897,DD23089701M,9.82091E+14,1709,2023/6/22 10:29,419,0,43000,177
70935897,DD23089701M,9.82091E+14,1709,2023/6/22 10:40,379,0,43000,36
70936054,DD23099502M,9.82091E+14,1709,2023/6/22 10:47,896,0,47000,411
70935906,DD23091801M,9.82091E+14,1709,2023/6/22 11:02,717,0,39500,312
70935897,DD23089701M,9.82091E+14,1709,2023/6/22 11:16,501,0,43500,145
70933864,DD23098901M,9.82091E+14,1709,2023/6/22 11:25,837,0,42000,370
70931962,DD23099101M,9.82091E+14,1709,2023/6/22 11:49,951,0,42500,453
70933885,DD23099802M,9.82091E+14,1709,2023/6/22 12:09,832,0,36250,313
70933885,DD23099802M,9.82091E+14,1709,2023/6/22 12:26,155,0,38000,1
70935887,DD23090002M,9.82091E+14,1709,2023/6/22 12:37,490,0,42500,227
70933885,DD23099802M,9.82091E+14,1709,2023/6/22 12:46,252,0,37750,81
70936014,DD23096003M,9.82091E+14,1709,2023/6/22 12:53,84,0,35000,1
70933850,DD23100505M,9.82091E+14,1709,2023/6/22 13:09,299,0,24000,132
70936054,DD23099502M,9.82091E+14,1709,2023/6/22 13:27,452,0,47000,211
70935887,DD23090002M,9.82091E+14,1709,2023/6/22 13:36,486,0,43000,201
70935906,DD23091801M,9.82091E+14,1709,2023/6/22 14:10,282,0,40000,79
70935887,DD23090002M,9.82091E+14,1709,2023/6/22 14:15,378,0,43000,170
70934385,DD23079503M,9.82091E+14,1709,2023/6/22 14:22,582,0,45500,320
70933864,DD23098901M,9.82091E+14,1709,2023/6/22 14:43,561,0,42000,235
70935897,DD23089701M,9.82091E+14,1709,2023/6/22 14:52,919,0,43500,495
70935906,DD23091801M,9.82091E+14,1709,2023/6/22 15:10,788,0,40000,323
70934385,DD23079503M,9.82091E+14,1709,2023/6/22 15:24,477,0,45500,258
70933885,DD23099802M,9.82091E+14,1709,2023/6/22 15:34,589,0,37500,238
70933864,DD23098901M,9.82091E+14,1709,2023/6/22 15:47,609,0,42000,239
70933885,DD23099802M,9.82091E+14,1709,2023/6/22 15:57,324,0,38000,119
70931962,DD23099101M,9.82091E+14,1709,2023/6/22 16:05,677,0,42000,332
70933864,DD23098901M,9.82091E+14,1709,2023/6/22 16:18,307,0,42000,137
70934385,DD23079503M,9.82091E+14,1709,2023/6/22 16:29,405,0,46500,215
70933393,DD23085002M,9.82091E+14,1709,2023/6/22 16:38,1823,0,44000,824
70935887,DD23090002M,9.82091E+14,1709,2023/6/22 17:08,641,0,43000,280
70936054,DD23099502M,9.82091E+14,1709,2023/6/22 17:23,849,0,47500,383
70936054,DD23099502M,9.82091E+14,1709,2023/6/22 17:39,196,0,47000,26
70933850,DD23100505M,9.82091E+14,1709,2023/6/22 17:44,558,0,34000,204
70936054,DD23099502M,9.82091E+14,1709,2023/6/22 17:58,337,0,47000,126
70933885,DD23099802M,9.82091E+14,1709,2023/6/22 18:05,408,0,39000,183
70933850,DD23100505M,9.82091E+14,1709,2023/6/22 18:13,16,0,,1
70934385,DD23079503M,9.82091E+14,1709,2023/6/22 18:21,695,0,46500,381
70936014,DD23096003M,9.82091E+14,1709,2023/6/22 18:33,1350,0,34500,461
70934385,DD23079503M,9.82091E+14,1709,2023/6/22 19:00,496,0,46500,270
70933885,DD23099802M,9.82091E+14,1709,2023/6/22 19:09,380,0,39500,168
70935897,DD23089701M,9.82091E+14,1709,2023/6/22 19:16,378,0,44000,165
70933850,DD23100505M,9.82091E+14,1709,2023/6/22 19:33,929,0,25500,402
70935887,DD23090002M,9.82091E+14,1709,2023/6/22 19:52,635,0,43500,363
70934385,DD23079503M,9.82091E+14,1709,2023/6/22 20:17,412,0,47000,233
70934385,DD23079503M,9.82091E+14,1709,2023/6/22 20:29,156,0,47000,62
70936054,DD23099502M,9.82091E+14,1709,2023/6/22 20:34,539,0,47500,259
70935906,DD23091801M,9.82091E+14,1709,2023/6/22 20:44,933,0,41000,436
70933850,DD23100505M,9.82091E+14,1709,2023/6/22 21:03,54,0,,1
70933864,DD23098901M,9.82091E+14,1709,2023/6/22 21:04,508,0,43000,212
70934385,DD23079503M,9.82091E+14,1709,2023/6/22 21:15,221,0,48000,108
70936054,DD23099502M,9.82091E+14,1709,2023/6/22 21:23,345,0,48000,144
70935897,DD23089701M,9.82091E+14,1709,2023/6/22 21:30,903,0,44500,357
70933393,DD23085002M,9.82091E+14,1709,2023/6/22 21:57,909,0,45500,666
70933393,DD23085002M,9.82091E+14,1709,2023/6/22 22:20,445,0,46000,169
70936014,DD23096003M,9.82091E+14,1709,2023/6/22 22:29,136,0,35000,3
70936054,DD23099502M,9.82091E+14,1709,2023/6/22 22:37,401,0,48000,167
70934385,DD23079503M,9.82091E+14,1709,2023/6/22 23:05,56,0,,24
70936014,DD23096003M,9.82091E+14,1709,2023/6/22 23:13,902,0,28500,405
70936054,DD23099502M,9.82091E+14,1709,2023/6/22 23:32,245,0,48000,106
70933864,DD23098901M,9.82091E+14,1709,2023/6/22 23:43,691,0,43000,291
70931962,DD23099101M,9.82091E+14,1709,2023/6/22 23:57,1224,0,42500,535
70933885,DD23099802M,9.82091E+14,1709,2023/6/23 0:20,816,0,39000,399
70936054,DD23099502M,9.82091E+14,1709,2023/6/23 1:33,485,0,48500,222
70933393,DD23085002M,9.82091E+14,1709,2023/6/23 1:57,621,0,34500,310
70934385,DD23079503M,9.82091E+14,1709,2023/6/23 3:34,444,0,47000,248
70933850,DD23100505M,9.82091E+14,1709,2023/6/23 3:46,753,0,26500,306
70935887,DD23090002M,9.82091E+14,1709,2023/6/23 3:59,604,0,43000,289
70935887,DD23090002M,9.82091E+14,1709,2023/6/23 4:13,85,0,43000,22
70934385,DD23079503M,9.82091E+14,1709,2023/6/23 4:33,399,0,47000,225
70936014,DD23096003M,9.82091E+14,1709,2023/6/23 5:11,775,0,36000,318
70935897,DD23089701M,9.82091E+14,1709,2023/6/23 5:42,1113,0,44000,493
70933393,DD23085002M,9.82091E+14,1709,2023/6/23 6:01,553,0,45000,249
70935906,DD23091801M,9.82091E+14,1709,2023/6/23 6:10,282,0,40500,124
70933864,DD23098901M,9.82091E+14,1709,2023/6/23 6:22,1142,0,43000,422
70933885,DD23099802M,9.82091E+14,1709,2023/6/23 6:58,583,0,39500,239
70936054,DD23099502M,9.82091E+14,1709,2023/6/23 7:08,779,0,48000,341
70935887,DD23090002M,9.82091E+14,1709,2023/6/23 7:29,338,0,42500,131
70935906,DD23091801M,9.82091E+14,1709,2023/6/23 7:36,260,0,40500,105
70931962,DD23099101M,9.82091E+14,1709,2023/6/23 7:41,1287,0,42000,610
70933393,DD23085002M,9.82091E+14,1709,2023/6/23 8:31,974,0,45000,441
70936014,DD23096003M,9.82091E+14,1709,2023/6/23 9:55,890,0,21500,384
70934385,DD23079503M,9.82091E+14,1709,2023/6/23 10:13,826,0,46500,399
70935906,DD23091801M,9.82091E+14,1709,2023/6/23 10:28,877,0,40500,393
70933864,DD23098901M,9.82091E+14,1709,2023/6/23 10:43,313,0,44000,120
70935897,DD23089701M,9.82091E+14,1709,2023/6/23 10:49,1547,0,44000,729
70935906,DD23091801M,9.82091E+14,1709,2023/6/23 11:17,86,0,40500,1
70935887,DD23090002M,9.82091E+14,1709,2023/6/23 11:25,718,0,42500,292
70936054,DD23099502M,9.82091E+14,1709,2023/6/23 11:37,680,0,48000,295
70931962,DD23099101M,9.82091E+14,1709,2023/6/23 11:56,919,0,43000,411
70933864,DD23098901M,9.82091E+14,1709,2023/6/23 12:13,1212,0,42000,528
70935906,DD23091801M,9.82091E+14,1709,2023/6/23 12:57,360,0,41000,157
70934385,DD23079503M,9.82091E+14,1709,2023/6/23 13:04,996,0,47500,540
70935887,DD23090002M,9.82091E+14,1709,2023/6/23 13:21,493,0,43000,261
70933885,DD23099802M,9.82091E+14,1709,2023/6/23 13:36,567,0,39000,212
70931962,DD23099101M,9.82091E+14,1709,2023/6/23 13:51,705,0,43500,370
70933885,DD23099802M,9.82091E+14,1709,2023/6/23 14:05,254,0,39000,93
70933885,DD23099802M,9.82091E+14,1709,2023/6/23 14:15,140,0,38500,57
70935906,DD23091801M,9.82091E+14,1709,2023/6/23 14:21,52,0,,1
70931962,DD23099101M,9.82091E+14,1709,2023/6/23 14:24,476,0,43500,232
70933864,DD23098901M,9.82091E+14,1709,2023/6/23 14:34,549,0,43000,177
70933850,DD23100505M,9.82091E+14,1709,2023/6/23 14:44,888,0,25000,317
70935887,DD23090002M,9.82091E+14,1709,2023/6/23 14:59,481,0,43500,237
70936054,DD23099502M,9.82091E+14,1709,2023/6/23 15:07,732,0,48000,341
70935887,DD23090002M,9.82091E+14,1709,2023/6/23 15:27,355,0,43500,166
70933885,DD23099802M,9.82091E+14,1709,2023/6/23 15:34,208,0,39500,86
70933393,DD23085002M,9.82091E+14,1709,2023/6/23 15:38,1201,0,45500,547
70935897,DD23089701M,9.82091E+14,1709,2023/6/23 15:59,1283,0,45000,497
70934385,DD23079503M,9.82091E+14,1709,2023/6/23 16:20,696,0,48500,332
70935906,DD23091801M,9.82091E+14,1709,2023/6/23 16:32,1402,0,41000,609
70933864,DD23098901M,9.82091E+14,1709,2023/6/23 16:56,893,0,43000,339
70933864,DD23098901M,9.82091E+14,1709,2023/6/23 17:13,376,0,43500,163
70935897,DD23089701M,9.82091E+14,1709,2023/6/23 17:20,677,0,45500,235
70934385,DD23079503M,9.82091E+14,1709,2023/6/23 17:32,265,0,48000,115
70934385,DD23079503M,9.82091E+14,1709,2023/6/23 17:38,501,0,48000,262
70935887,DD23090002M,9.82091E+14,1709,2023/6/23 17:51,226,0,44000,87
70935887,DD23090002M,9.82091E+14,1709,2023/6/23 17:56,339,0,44000,156
70935906,DD23091801M,9.82091E+14,1709,2023/6/23 18:02,213,0,79500,55
70933885,DD23099802M,9.82091E+14,1709,2023/6/23 18:07,920,0,39500,411
70936054,DD23099502M,9.82091E+14,1709,2023/6/23 18:23,934,0,48500,437
70933850,DD23100505M,9.82091E+14,1709,2023/6/23 18:39,1013,0,25500,440
70933885,DD23099802M,9.82091E+14,1709,2023/6/23 18:57,419,0,39500,146
70933393,DD23085002M,9.82091E+14,1709,2023/6/23 19:06,794,0,45500,307
70936014,DD23096003M,9.82091E+14,1709,2023/6/23 19:19,1260,0,28500,429
70936054,DD23099502M,9.82091E+14,1709,2023/6/23 19:55,530,0,49000,237
70933393,DD23085002M,9.82091E+14,1709,2023/6/23 20:04,486,0,45500,238
70934385,DD23079503M,9.82091E+14,1709,2023/6/23 20:18,810,0,48500,492
70935906,DD23091801M,9.82091E+14,1709,2023/6/23 20:33,310,0,42000,142
70933864,DD23098901M,9.82091E+14,1709,2023/6/23 20:42,935,0,44000,424
70934385,DD23079503M,9.82091E+14,1709,2023/6/23 21:01,644,0,49000,374
70935887,DD23090002M,9.82091E+14,1709,2023/6/23 21:12,538,0,44500,224
70933885,DD23099802M,9.82091E+14,1709,2023/6/23 21:52,458,0,28500,197
70936054,DD23099502M,9.82091E+14,1709,2023/6/23 22:03,597,0,49500,268
70936014,DD23096003M,9.82091E+14,1709,2023/6/23 22:15,52,0,,5
