device,pattern,arm,kind,k,bs,family,span,degree,min_valid,rate_realised,acc,bias,coverage,adfi_r,acc_affected,n_interior,n_outward_days,acc_interior,acc_outward,n_na_days,n_gap,n_smooth,n_fallback,n_self_extrap,n_negative_pred,mean_edf,mean_span_pts,n_branch_gam,n_branch_fcr,n_branch_skip,n_fit_failed,runtime_s
FIRE,boundary,loess_s0.50_d1,pure,,,,0.5,1,,0.0999855720675227,0.943685470301286,0.0324170593821452,1,0.995644166627564,0.186955174597505,0,2079,,0.186955174597505,0,2382,180,2202,0,,,44.345971563981,0,0,0,0,0.420505523681641
FIRE,boundary,loess_s0.50_d2,pure,,,,0.5,2,,0.0999855720675227,0.943677736137453,0.0324138683456343,1,0.995642015696913,0.186843512084879,0,2079,,0.186843512084879,0,2382,180,2202,0,,,44.345971563981,0,0,0,0,0.429941892623901
FIRE,boundary,loess_s0.75_d1,pure,,,,0.75,1,,0.0999855720675227,0.943662809540086,0.0324509350121181,1,0.995631325864978,0.186628008327423,0,2079,,0.186628008327423,0,2382,180,2202,0,,,66.5189573459716,0,0,0,0,0.417063236236572
FIRE,boundary,loess_s0.75_d2,pure,,,,0.75,2,,0.0999855720675227,0.943681713253714,0.0324283622600058,1,0.995644430551235,0.186900931969475,0,2079,,0.186900931969475,0,2382,180,2202,0,,,66.5189573459716,0,0,0,0,0.424185037612915
FIRE,boundary,loess_s1.00_d1,pure,,,,1,1,,0.0999855720675227,0.943647420553267,0.0324805696001579,1,0.995639835998896,0.186405828791015,0,2079,,0.186405828791015,0,2382,180,2202,0,,,88.6919431279621,0,0,0,0,0.413706302642822
FIRE,boundary,loess_s1.00_d2,pure,,,,1,2,,0.0999855720675227,0.943674482508871,0.0324346319168978,1,0.99564002179657,0.186796537602517,0,2079,,0.186796537602517,0,2382,180,2202,0,,,88.6919431279621,0,0,0,0,0.413429737091064
FIRE,boundary,nofill,nofill,,,,,,,0.0999855720675227,0.9307362547067,-0.0692637452933,0.900014427932477,0.996708033538329,0,0,2079,,0,2079,2382,,0,0,0,,,0,0,0,0,0.0137152671813965
FIRE,boundary,pop_k6_cr,gam_pop,6,cr,gaussian,,,10,0.0999855720675227,0.968706702865416,0.0094885193459042,1,0.996855225549375,0.548200909406922,0,2079,,0.548200909406922,0,2382,2382,0,2202,12,4.93170324060409,,211,0,0,0,1.11443328857422
FIRE,boundary,pop_k6_cr_mv6,gam_pop,6,cr,gaussian,,,6,0.0999855720675227,0.968706702865416,0.0094885193459042,1,0.996855225549375,0.548200909406922,0,2079,,0.548200909406922,0,2382,2382,0,2202,12,4.93170324060409,,211,0,0,0,1.2139687538147
FIRE,boundary,router_k6_cr,gam_router,6,cr,gaussian,,,10,0.0999855720675227,0.943446286045243,0.0324686490204738,1,0.995473563094162,0.183501935748952,0,2079,,0.183501935748952,0,2382,0,0,2202,0,,,0,211,0,0,1.3078408241272
FIRE,random,gam_k15_cr_gamma,gam_pure,15,cr,Gamma,,,10,0.0999855720675227,0.975684489666974,-0.000461105834275086,1,0.998149498652838,0.755304091801961,2031,48,0.763146641655567,0.0470722602400721,0,2382,2382,0,52,0,4.49314618137925,,211,0,0,0,7.53330636024475
FIRE,random,gam_k15_cr_gauss,gam_pure,15,cr,gaussian,,,10,0.0999855720675227,0.975807182860846,-0.00011129083332989,1,0.998159301798109,0.756538798460103,2031,48,0.763860065732547,0.095382079471136,0,2382,2382,0,52,2,4.31451407836444,,211,0,0,0,5.95508313179016
