device,pattern,arm,kind,k,bs,family,span,degree,min_valid,rate_realised,acc,bias,coverage,adfi_r,acc_affected,n_interior,n_outward_days,acc_interior,acc_outward,n_na_days,n_gap,n_smooth,n_fallback,n_self_extrap,n_negative_pred,mean_edf,mean_span_pts,n_branch_gam,n_branch_fcr,n_branch_skip,n_fit_failed,runtime_s
NEDAP,5d,loess_s0.50_d1,pure,,,,0.5,1,,0.0987787356321839,0.980792432373484,0.00355449127241466,1,0.989885749058493,0.806374378238402,265,10,0.816150967008144,0.409903177594386,0,276,266,10,0,,,29.8690476190476,0,0,0,0,0.0881583690643311
NEDAP,5d,loess_s0.50_d2,pure,,,,0.5,2,,0.0987787356321839,0.980097816324256,0.00439832642230407,1,0.988524256699504,0.799372166035768,265,10,0.808976087158851,0.409903177594386,0,276,266,10,0,,,29.8690476190476,0,0,0,0,0.0850520133972168
NEDAP,5d,loess_s0.75_d1,pure,,,,0.75,1,,0.0987787356321839,0.980872218786435,0.00349727992907676,1,0.9905181331689,0.807178680694406,265,10,0.816975102769433,0.409903177594386,0,276,266,10,0,,,44.8035714285714,0,0,0,0,0.0866992473602295
NEDAP,5d,loess_s0.75_d2,pure,,,,0.75,2,,0.0987787356321839,0.980801794895573,0.00431938199197565,1,0.989824713003119,0.80646875896354,265,10,0.816247675068877,0.409903177594386,0,276,266,10,0,,,44.8035714285714,0,0,0,0,0.0979304313659668
NEDAP,5d,loess_s1.00_d1,pure,,,,1,1,,0.0987787356321839,0.981003647659546,0.00310678230176365,1,0.990915163976118,0.808503575015657,265,10,0.818332667677908,0.409903177594386,0,276,266,10,0,,,59.7380952380953,0,0,0,0,0.0838570594787598
NEDAP,5d,loess_s1.00_d2,pure,,,,1,2,,0.0987787356321839,0.980792111233664,0.00432209552394576,1,0.989962677403723,0.806371140925981,265,10,0.816147649866793,0.409903177594386,0,276,266,10,0,,,59.7380952380953,0,0,0,0,0.0837826728820801
NEDAP,5d,nofill,nofill,,,,,,,0.0987787356321839,0.90080048574271,-0.0991995142572901,0.901221264367816,0.902284998144012,0,265,10,0,0,275,276,,0,0,0,,,0,0,0,0,0.00889039039611816
NEDAP,5d,pop_k6_cr,gam_pop,6,cr,gaussian,,,10,0.0987787356321839,0.982266871129553,0.00291888614719261,1,0.992233267257291,0.821237744930354,265,10,0.819620430017694,0.886824914478321,0,276,276,0,10,0,4.48334860224054,,42,0,0,0,0.0890939235687256
NEDAP,5d,pop_k6_cr_mv6,gam_pop,6,cr,gaussian,,,6,0.0987787356321839,0.982266871129553,0.00291888614719261,1,0.992233267257291,0.821237744930354,265,10,0.819620430017694,0.886824914478321,0,276,276,0,10,0,4.48334860224054,,42,0,0,0,0.0761091709136963
NEDAP,5d,router_k6_cr,gam_router,6,cr,gaussian,,,10,0.0987787356321839,0.977424102313747,-0.000588097411021762,1,0.984361354210858,0.772419271855516,265,10,0.780677550026279,0.437520306712587,0,276,0,0,10,0,,,0,42,0,0,0.610069274902344
NEDAP,boundary,gam_k15_cr_gamma,gam_pure,15,cr,Gamma,,,10,0.0998563218390805,0.978963773551236,0.0103200913203471,1,0.993278581860464,0.752293946298099,0,278,,0.752293946298099,0,279,279,0,278,0,1.99080867547656,,42,0,0,0,1.63203024864197
NEDAP,boundary,gam_k15_cr_gauss,gam_pure,15,cr,gaussian,,,10,0.0998563218390805,0.978953393563398,0.00846821293473002,1,0.99230177067612,0.752171719727145,0,278,,0.752171719727145,0,279,279,0,278,0,2.05820508308226,,42,0,0,0,1.3751745223999
NEDAP,boundary,gam_k15_ps_gauss,gam_pure,15,ps,gaussian,,,10,0.0998563218390805,0.978945394710596,0.0084364699696158,1,0.992252463571399,0.752077531529144,0,278,,0.752077531529144,0,279,279,0,278,0,2.00857732379125,,42,0,0,0,1.41032218933105
NEDAP,boundary,gam_k15_tp_gauss,gam_pure,15,tp,gaussian,,,10,0.0998563218390805,0.978941616275731,0.00846040150029162,1,0.992254788475307,0.752033039652631,0,278,,0.752033039652631,0,279,279,0,278,0,2.06856389883611,,42,0,0,0,1.51469326019287
NEDAP,boundary,gam_k3_cr_gauss,gam_pure,3,cr,gaussian,,,10,0.0998563218390805,0.978996515920649,0.00921948735761602,1,0.993546197809805,0.752679494682263,0,278,,0.752679494682263,0,279,279,0,278,0,1.45362803544111,,42,0,0,0,1.43219375610352
NEDAP,boundary,gam_k3_ps_gauss,gam_pure,3,ps,gaussian,,,10,0.0998563218390805,0.967556522738706,0.0170789476174453,1,0.991599582324987,0.617971134683499,0,278,,0.617971134683499,0,279,0,279,278,0,,,0,0,0,42,0.206633806228638
NEDAP,boundary,gam_k3_tp_gauss,gam_pure,3,tp,gaussian,,,10,0.0998563218390805,0.979000463817771,0.00923636676205001,1,0.993576013041156,0.752725982013007,0,278,,0.752725982013007,0,279,279,0,278,0,1.45364505374244,,42,0,0,0,1.13225078582764
NEDAP,boundary,gam_k6_cr_gamma,gam_pure,6,cr,Gamma,,,10,0.0998563218390805,0.97875801669565,0.0101098463792591,1,0.993093435106004,0.749871115433282,0,278,,0.749871115433282,0,279,279,0,278,0,1.85999736328375,,42,0,0,0,1.67068696022034
NEDAP,boundary,gam_k6_cr_gauss,gam_pure,6,cr,gaussian,,,10,0.0998563218390805,0.979129142283439,0.00872438686249572,1,0.993244314289969,0.754241198394834,0,278,,0.754241198394834,0,279,279,0,278,0,1.85415259635094,,42,0,0,0,1.19372177124023
NEDAP,boundary,gam_k6_ps_gauss,gam_pure,6,ps,gaussian,,,10,0.0998563218390805,0.97924984286508,0.00845133598685834,1,0.993327598408634,0.755662473490473,0,278,,0.755662473490473,0,279,279,0,278,0,1.71987237174439,,42,0,0,0,1.20012092590332
NEDAP,boundary,gam_k6_tp_gauss,gam_pure,6,tp,gaussian,,,10,0.0998563218390805,0.979136065897437,0.00878153896716121,1,0.993280668025168,0.754322725426541,0,278,,0.754322725426541,0,279,279,0,278,0,1.85834011375623,,42,0,0,0,1.21873569488525
NEDAP,boundary,loess_s0.30_d1,pure,,,,0.3,1,,0.0998563218390805,0.967555126569701,0.0170831361244613,1,0.991606811648865,0.617954694495642,0,278,,0.617954694495642,0,279,1,278,0,,,17.9,0,0,0,0,0.0882163047790527
