device,pattern,arm,kind,k,bs,family,span,degree,min_valid,rate_realised,acc,bias,coverage,adfi_r,acc_affected,n_interior,n_outward_days,acc_interior,acc_outward,n_na_days,n_gap,n_smooth,n_fallback,n_self_extrap,n_negative_pred,mean_edf,mean_span_pts,n_branch_gam,n_branch_fcr,n_branch_skip,n_fit_failed,runtime_s
NEDAP,random,gam_k3_ps_gauss,gam_pure,3,ps,gaussian,,,10,0.0998563218390805,0.976545524184672,0.00435022992576569,1,0.986251607036443,0.755535883194684,267,11,0.766023719296605,0.436967329545455,0,279,0,279,11,0,,,0,0,0,42,0.188637971878052
NEDAP,random,gam_k3_tp_gauss,gam_pure,3,tp,gaussian,,,10,0.0998563218390805,0.981916971212522,0.00302701285849836,1,0.990787137465979,0.811522043958583,267,11,0.821418565827391,0.510914690137834,0,279,279,0,11,0,1.62994602801036,,42,0,0,0,1.38001489639282
NEDAP,random,gam_k6_cr_gamma,gam_pure,6,cr,Gamma,,,10,0.0998563218390805,0.982083972564344,0.00310002926193467,1,0.990905993546082,0.813262685629703,267,11,0.823501748894357,0.502250619532827,0,279,279,0,11,0,2.23536862751752,,42,0,0,0,1.28206014633179
NEDAP,random,gam_k6_cr_gauss,gam_pure,6,cr,gaussian,,,10,0.0998563218390805,0.982147044142614,0.00321924948260755,1,0.991024711646777,0.813920075622073,267,11,0.824096263849422,0.504817841973037,0,279,279,0,11,0,2.18518255045944,,42,0,0,0,1.19606232643127
NEDAP,random,gam_k6_ps_gauss,gam_pure,6,ps,gaussian,,,10,0.0998563218390805,0.982039043276627,0.00327259212868188,1,0.991004435258865,0.812794391273993,267,11,0.822905776742738,0.505660544705004,0,279,279,0,11,0,1.98493180666697,,42,0,0,0,1.09783697128296
NEDAP,random,gam_k6_tp_gauss,gam_pure,6,tp,gaussian,,,10,0.0998563218390805,0.982170176346751,0.00321760165427265,1,0.991029123468526,0.814161180727067,267,11,0.824361639775891,0.504321719644449,0,279,279,0,11,0,2.19016800206495,,42,0,0,0,1.09122037887573
NEDAP,random,loess_s0.30_d1,pure,,,,0.3,1,,0.0998563218390805,0.981892020870212,0.00241870695898526,1,0.991653300222301,0.811261988545494,267,11,0.823498825106519,0.439567457223281,0,279,268,11,0,,,17.9,0,0,0,0,0.14646315574646
NEDAP,random,loess_s0.30_d2,pure,,,,0.3,2,,0.0998563218390805,0.98146002578003,0.00243727599057744,1,0.991761996405568,0.806759338432264,267,11,0.818769123036958,0.44196152180208,0,279,268,11,0,,,17.9,0,0,0,0,0.0851545333862305
NEDAP,random,loess_s0.50_d1,pure,,,,0.5,1,,0.0998563218390805,0.981933867904248,0.0024408945039422,1,0.991485420989609,0.811698156818748,267,11,0.824011966869003,0.437665551856274,0,279,268,11,0,,,29.8333333333333,0,0,0,0,0.0795562267303467
NEDAP,random,loess_s0.50_d2,pure,,,,0.5,2,,0.0998563218390805,0.981812285517818,0.00273948552904106,1,0.991334129297521,0.8104309133744,267,11,0.822694294368758,0.437930093543096,0,279,268,11,0,,,29.8333333333333,0,0,0,0,0.0820996761322022
NEDAP,random,loess_s0.75_d1,pure,,,,0.75,1,,0.0998563218390805,0.981756277704451,0.00228674393326068,1,0.991603908585523,0.809847148436025,267,11,0.822251458907387,0.433065588591305,0,279,268,11,0,,,44.75,0,0,0,0,0.0829205513000488
NEDAP,random,loess_s0.75_d2,pure,,,,0.75,2,,0.0998563218390805,0.981806092755648,0.00284654056716975,1,0.991347000594621,0.810366366711902,267,11,0.82271545740179,0.435262110530753,0,279,268,11,0,,,44.75,0,0,0,0,0.0844595432281494
NEDAP,random,loess_s1.00_d1,pure,,,,1,1,,0.0998563218390805,0.981627260605117,0.00212598064736817,1,0.991584601341587,0.808502413576472,267,11,0.820910237516208,0.431614131951622,0,279,268,11,0,,,59.6666666666667,0,0,0,0,0.0834050178527832
NEDAP,random,loess_s1.00_d2,pure,,,,1,2,,0.0998563218390805,0.981744145074092,0.00299110158020055,1,0.991473072750967,0.809720691004672,267,11,0.822087086014578,0.434090815225129,0,279,268,11,0,,,59.6666666666667,0,0,0,0,0.0846226215362549
NEDAP,random,nofill,nofill,,,,,,,0.0998563218390805,0.904057592902249,-0.0959424070977509,0.90014367816092,0.904102385142126,0,267,11,0,0,278,279,,0,0,0,,,0,0,0,0,0.0165305137634277
NEDAP,random,pop_k6_cr,gam_pop,6,cr,gaussian,,,10,0.0998563218390805,0.982123250036224,0.00309836827217411,1,0.991687257643431,0.813672071563081,267,11,0.820936422583642,0.593017040789242,0,279,279,0,11,0,4.47153974936503,,42,0,0,0,0.263027191162109
NEDAP,random,pop_k6_cr_mv6,gam_pop,6,cr,gaussian,,,6,0.0998563218390805,0.982123250036224,0.00309836827217411,1,0.991687257643431,0.813672071563081,267,11,0.820936422583642,0.593017040789242,0,279,279,0,11,0,4.47153974936503,,42,0,0,0,0.0957574844360352
NEDAP,random,router_k6_cr,gam_router,6,cr,gaussian,,,10,0.0998563218390805,0.981324547195263,0.00395766029310608,1,0.988604647866978,0.80534725602924,267,11,0.814497013676355,0.527422903326158,0,279,261,0,11,0,2.18057618965269,,41,1,0,0,1.27569794654846
