animal_id,start_date,end_date,test_days,start_weight_g,end_weight_g,total_feed_g,AGE,ADG_g,ADFI_g,FCR,stage_label,stage_min,stage_max
ID038,2025-12-13,2026-02-17,67,37657.4695042594,96935.5820598363,178080.511551268,151,979.803513315321,2657.91808285474,3.00415286307077,30-100kg,30,100
ID040,2026-01-01,2026-03-21,80,34173.3122605364,96195.3365816541,170730.262302442,173,861.417004459968,2134.12827878053,2.75273605096296,30-100kg,30,100
ID044,2025-12-23,2026-03-13,81,31128.625,97008.9285714286,181281.767927961,160,890.274372586872,2238.04651762915,2.75168385846025,30-100kg,30,100
ID045,2025-12-23,2026-03-10,78,35987.4834371687,96124.4,140998.73499842,164,835.234952261546,1807.67608972334,2.34462860847054,30-100kg,30,100
ID048,2025-12-23,2026-03-12,80,37373.6265289158,97279.1666666667,177353.49588,164,815.041362418379,2216.9186985,2.96055248766945,30-100kg,30,100
ID049,2025-12-23,2026-02-22,62,39501.3605277985,96538.8692193522,180383.62982247,149,1027.70285930728,2909.41338423339,3.16254398132893,30-100kg,30,100
ID055,2025-12-23,2026-03-09,77,38673.9961510754,98742.0912396874,156352.489522699,164,858.115644123029,2030.5518119831,2.60292072342312,30-100kg,30,100
ID060,2025-12-27,2026-03-21,85,30983,97553.4382713872,197004.204343558,169,870.201807469114,2317.69652168891,2.95933464551385,30-100kg,30,100
ID062,2025-12-23,2026-03-29,97,30706.9090530634,96450.8095386849,186755.093980037,176,730.487783173572,1925.31024721687,2.84064517925706,30-100kg,30,100
ID063,2025-12-23,2026-03-06,74,31308.8802898318,96392.4642857143,187036.878957248,160,957.111529351213,2527.52539131416,2.87379501056797,30-100kg,30,100
ID064,2025-12-23,2026-03-12,80,34346.0373914784,95815.1998203312,145160.186193661,160,830.664357146659,1814.50232742076,2.36151234957326,30-100kg,30,100
ID066,2025-12-23,2026-03-09,77,35922.2072484716,96762.987108441,167839.159232275,157,862.989785247792,2179.7293406789,2.7586621936565,30-100kg,30,100
ID067,2025-12-23,2026-03-01,69,35536.0294301348,94239.6006643815,170132.509379982,148,931.802718003915,2465.68854173888,2.89816285113383,30-100kg,30,100
ID068,2026-01-03,2026-03-21,78,35210.1875,95337.4234910421,166348.892497973,171,846.862478747072,2132.67810894838,2.76661465900007,30-100kg,30,100
ID069,2025-12-23,2026-03-13,81,35688,96355,180075.190545163,167,819.824324324324,2223.15050055757,2.96825606252433,30-100kg,30,100
ID071,2025-12-23,2026-03-01,69,44147.3111554803,94722.7614147322,152179.778081362,155,809.20720414803,2205.50403016466,3.00896536365533,30-100kg,30,100
ID072,2026-01-01,2026-03-10,69,34181.7736782541,95237.061850524,178298.4577784,151,969.131558289998,2584.03561997681,2.92027870338313,30-100kg,30,100
ID075,2025-12-24,2026-02-20,59,40767.375,96828.1666666667,125527.732393702,144,1088.55906148867,2127.58868463902,2.23913592123495,30-100kg,30,100
ID077,2025-12-24,2026-03-16,83,34106.6246573647,96428,162143.235530451,164,820.018096613623,1953.53295819821,2.60172749139452,30-100kg,30,100
ID078,2026-01-02,2026-03-16,74,33575,98520.451534194,153391.732393702,157,976.623331341264,2072.86124856354,2.36185489160763,30-100kg,30,100
ID080,2026-01-05,2026-04-03,89,34138.1426887156,98441.4090909091,163994.68873147,181,788.997133769246,1842.63695203899,2.55033216673229,30-100kg,30,100
ID081,2026-01-02,2026-03-18,76,33882.692950445,98192.95,176171.986623869,159,938.835869336569,2318.05245557722,2.7394072844106,30-100kg,30,100
