animal_id,start_date,end_date,test_days,start_weight_g,end_weight_g,total_feed_g,AGE,ADG_g,ADFI_g,FCR,stage_label,stage_min,stage_max
ID084,2026-01-01,2026-03-19,78,35859.528214004,96705,154755.345513303,162,863.056337390014,1984.04289119619,2.54341598430865,30-100kg,30,100
ID086,2025-12-30,2026-03-17,78,37974,97580.0425826184,151420.953939279,165,833.650945211446,1941.29428127281,2.54036247632777,30-100kg,30,100
ID087,2025-12-30,2026-03-13,74,32152.0388101461,97988.652173913,180187.15124535,138,997.52444490556,2434.96150331554,2.73688365848592,30-100kg,30,100
ID090,2026-01-17,2026-04-01,75,32260.4666666667,97302.6428571429,177090.32876381,158,956.502591036415,2361.20438351746,2.72269993312032,30-100kg,30,100
ID091,2025-12-30,2026-03-07,68,32691.510476284,96435.0401870271,159310.061959889,146,1036.48015789826,2342.79502882189,2.49923502326918,30-100kg,30,100
ID093,2026-01-15,2026-04-01,77,33176.8589857181,97666.3368548923,176263.646205833,164,927.906156390996,2289.13826241341,2.73321558849348,30-100kg,30,100
ID095,2025-12-30,2026-03-13,74,31208.2898686052,95936.8019650864,153144.451139542,152,958.94091994787,2069.51960999381,2.36595043172431,30-100kg,30,100
ID096,2026-01-11,2026-03-26,75,33467.3333333333,98647.7035858696,185880.681109361,167,951.538251861843,2478.40908145815,2.85178927933641,30-100kg,30,100
ID097,2026-01-01,2026-03-24,83,32455.0377996818,99551.7963056534,181854.336391382,151,882.852085604889,2191.01610110099,2.71032968567621,30-100kg,30,100
ID099,2026-01-09,2026-03-17,68,30937.1986265433,93343.1099580626,179309.722983295,156,1040.09852219199,2636.9076909308,2.87328105875654,30-100kg,30,100
ID100,2025-12-30,2026-03-23,84,35252,98381.1578947368,147142.038544837,146,809.348178137652,1751.69093505758,2.33080946193176,30-100kg,30,100
ID106,2025-12-30,2026-03-08,69,36244.0312890682,96493.3681318681,143967.00278706,135,971.763497464515,2086.47830126174,2.38952012306282,30-100kg,30,100
ID107,2026-01-03,2026-03-21,78,33410.7771499743,95688.976744186,181588.151028204,162,877.157740763546,2328.05321831031,2.91575787693582,30-100kg,30,100
ID108,2026-01-02,2026-03-11,69,32261.9166666667,96847.5,155398.060961991,150,1025.16798941799,2252.14581104335,2.40607969986064,30-100kg,30,100
ID109,2026-01-02,2026-03-14,72,34587.6174041802,97744.5735145564,142844.464787405,154,979.177614114359,1983.95089982506,2.26173763880835,30-100kg,30,100
ID110,2026-01-11,2026-04-10,90,31648.4545603198,94502.2019610494,165554.716885007,168,748.258897627733,1839.49685427785,2.63396732464492,30-100kg,30,100
ID111,2025-12-30,2026-03-01,62,45237.4522740776,97900.0676706306,157675.170016406,147,948.875953091044,2543.14790349042,2.99406265391686,30-100kg,30,100
ID112,2025-12-30,2026-03-13,74,31857.9144172957,97166.8875478049,166712.073843989,153,974.760792992675,2252.86586275661,2.55266720410445,30-100kg,30,100
ID113,2026-01-08,2026-03-25,77,33965.2916925487,95692.3109365727,181873.154301481,151,881.814560628915,2361.98901690235,2.94641077001444,30-100kg,30,100
ID115,2025-12-30,2026-03-21,82,32309.0402430445,97380.04,182812.513414001,161,861.867546449742,2229.42089529269,2.80943145328668,30-100kg,30,100
ID116,2025-12-31,2026-03-06,66,31603.0993616442,93348.3637123294,157936.773264615,131,995.891360494921,2392.98141310023,2.55787670399475,30-100kg,30,100
ID117,2026-01-12,2026-03-27,75,34933.225,97413.4285714286,153020.528922696,159,932.540351812367,2040.27371896928,2.44910419902458,30-100kg,30,100
ID118,2025-12-30,2026-03-09,70,35368.6238616604,96387,168444.966993788,148,968.545652989517,2406.35667133983,2.76056128750285,30-100kg,30,100
ID119,2026-01-15,2026-03-22,67,34994.3095238095,98103.0131647215,190588.902203879,148,1060.65048135987,2844.6104806549,3.02000978008244,30-100kg,30,100
ID120,2026-01-11,2026-03-27,76,32532.8215459133,96258.8214285714,197101.239850658,157,910.371426895116,2593.43736645603,3.0929485643786,30-100kg,30,100
ID121,2026-01-02,2026-03-22,80,35417.1782733042,98106.3333333333,162975.690740908,162,864.678000827988,2037.19613426135,2.59974297922579,30-100kg,30,100
ID123,2026-01-11,2026-03-17,66,40776.5659263272,96485.3070621183,155465.515512898,149,936.281363626741,2355.53811383178,2.79068441223519,30-100kg,30,100
ID124,2025-12-30,2026-03-02,63,39066.6146043464,99464.4286012765,130000.682973088,141,1108.21677058587,2063.50290433472,2.15240708843693,30-100kg,30,100
ID125,2026-01-09,2026-03-26,77,30975.9213396688,96832.2780055334,178684.988328998,151,947.573477206685,2320.58426401296,2.71325347127221,30-100kg,30,100
ID126,2026-01-11,2026-03-23,72,35998.1666666667,98269.6364355431,153038.015429109,150,958.022611828868,2125.52799207096,2.45759440072825,30-100kg,30,100
ID127,2026-01-17,2026-03-27,70,35494.4518859633,96838.7,185733.778694222,154,973.718224032329,2653.33969563175,3.02772932107587,30-100kg,30,100
ID128,2025-12-30,2026-03-09,70,39495.9288646041,95664,143301.66366475,136,877.626111490561,2047.16662378214,2.55130113546741,30-100kg,30,100
ID131,2026-01-09,2026-03-30,81,31826,94009.8925676175,158035.682112382,157,834.683121712987,1951.05780385657,2.54142472571232,30-100kg,30,100
ID132,2026-01-17,2026-03-28,71,33348.8695652174,96619.6941988791,193531.800952909,152,988.606634900964,2725.80001342125,3.05878423544277,30-100kg,30,100
ID133,2025-12-30,2026-03-16,77,30826.7426988333,96738.6666666667,177329.61730841,141,928.336957293428,2302.98204296636,2.6904026863933,30-100kg,30,100
ID135,2026-01-17,2026-03-29,72,33574.5333333333,95908.6666666667,142035.459026128,153,958.986666666667,1972.71470869623,2.27861448344184,30-100kg,30,100
ID137,2026-01-07,2026-03-08,61,32974.0359538715,94792.2727272727,171554.041876605,133,1144.78216247039,2812.36134223942,2.77513644566485,30-100kg,30,100
ID139,2026-01-03,2026-03-15,72,33460.5534952097,96747.1949794597,149886.075050326,139,1004.54986482936,2081.75104236563,2.36836829281939,30-100kg,30,100
ID140,2026-01-04,2026-03-21,77,30669.4101274033,95853.4615384615,167153.448962117,146,951.591991402309,2170.82401249503,2.56433046648218,30-100kg,30,100
ID144,2025-12-30,2026-03-22,83,31930.9393870834,97860.0166497627,159948.286202366,163,861.818003433716,1927.08778557067,2.42606590055991,30-100kg,30,100
ID145,2026-01-04,2026-03-09,65,33118.6095020578,97104.990478814,125053.779755734,136,1075.40136095389,1923.90430393437,1.95438119560413,30-100kg,30,100
ID146,2025-12-30,2026-02-25,58,42435.445762115,95020.4615384615,130969.115366727,145,1021.06826750188,2258.08819597806,2.49061664113142,30-100kg,30,100
ID147,2025-12-30,2026-03-04,65,38703.8007961509,96504.3622868594,167105.268677,143,988.043786165957,2570.85028733846,2.89106652889284,30-100kg,30,100
ID149,2025-12-30,2026-03-13,74,30233.2997113346,95002.6153846154,184953.724844127,140,973.974671778659,2499.37466005577,2.85557633150084,30-100kg,30,100
ID150,2026-01-02,2026-03-10,68,33272.7169547017,95183.1,136496.770158624,137,1023.31211645121,2007.30544350917,2.20474762785351,30-100kg,30,100
ID152,2026-01-11,2026-03-26,75,33695.8745992595,96748.4166666667,153277.600813671,167,913.804957498655,2043.70134418228,2.43095037547903,30-100kg,30,100
ID153,2026-01-09,2026-03-12,63,34919.0625444004,96755.3333333333,159726.625856089,139,1104.21912123095,2535.34326755697,2.58305722221327,30-100kg,30,100
ID162,2025-12-31,2026-03-27,87,35759.266899618,97850.5815260776,171583.535263988,154,771.32067858956,1972.22454326424,2.76340638455205,30-100kg,30,100
ID164,2026-01-02,2026-03-13,71,35541.9809426353,93869.2857142857,143179.673370655,140,897.343150333083,2016.61511789655,2.45476237812117,30-100kg,30,100
ID165,2026-01-15,2026-03-31,76,33277.6153846154,96135.6111111111,170574.630825369,150,910.985445311532,2244.40303717591,2.71365048875507,30-100kg,30,100
ID166,2026-02-07,2026-04-03,56,47231.3776344175,97204.5238095238,159549.388678623,153,1019.86012602258,2849.09622640398,3.1927024990494,30-100kg,30,100
ID167,2026-01-17,2026-03-22,65,30383.25,96130.2727272727,175331.305543177,139,1153.45653907496,2697.40470066426,2.66675658106184,30-100kg,30,100
ID168,2026-01-14,2026-04-02,79,30835.4775157037,96422.4545454545,233741.623031614,152,910.930236524317,2958.75472191917,3.56384199451038,30-100kg,30,100
ID169,2026-01-11,2026-03-26,75,31649.4805627864,94892,234294.993681467,146,930.03705054726,3123.93324908623,3.70470682962073,30-100kg,30,100
ID172,2026-01-14,2026-03-17,63,32938.8855752123,96578.9467814915,151830.742640056,134,1116.49230186455,2410.0117879374,2.38577304550227,30-100kg,30,100
ID173,2026-01-12,2026-04-07,86,34270.1921604435,94406.1974476081,203008.541248275,157,761.215256799553,2360.56443311947,3.37582352334275,30-100kg,30,100
ID174,2026-01-13,2026-03-22,69,31428.4260336958,97503.4826693216,155338.461088452,139,1057.20090617001,2251.28204476017,2.35093950724966,30-100kg,30,100
ID175,2026-02-03,2026-03-28,54,42323.8636363636,95647,159369.924128225,147,1134.53481624758,2951.29489126342,2.98875750746175,30-100kg,30,100
ID178,2026-01-17,2026-03-19,62,37586.521519953,95454.2,153823.015678855,138,1061.79226568894,2481.01638191701,2.65818535872134,30-100kg,30,100
ID181,2026-01-11,2026-03-25,74,32352.0889952567,95992.7368421053,177081.633935818,143,949.860415624605,2392.99505318674,2.78252406169664,30-100kg,30,100
ID183,2026-01-11,2026-03-24,73,33215.5,96226,154826.44925141,143,933.488888888889,2120.91026371794,2.45715316100348,30-100kg,30,100
ID184,2026-01-15,2026-03-27,72,30425.7552931699,95901,174381.327351365,145,977.242458310897,2421.96287988007,2.66331692431498,30-100kg,30,100
ID185,2026-01-23,2026-03-30,67,32245.1,97106.8181818182,161994.186193661,148,1081.02863636364,2417.82367453225,2.4975315291458,30-100kg,30,100
ID189,2026-02-03,2026-04-02,59,37461.8306278706,94067.2385302057,147999.12300557,151,1088.56553658337,2508.45971195881,2.61457568260832,30-100kg,30,100
ID192,2026-01-14,2026-03-22,68,31528.9556682209,97362.4,168995.292651152,141,1097.22407219632,2485.22489192871,2.56701277544391,30-100kg,30,100
ID197,2026-01-12,2026-03-25,73,32534.3794029802,96774.8521524192,198851.651002931,144,988.314965375985,2723.99521921823,3.09542633315486,30-100kg,30,100
ID198,2026-01-12,2026-03-20,68,35272.1314003317,95763.0277777778,131952.689940599,139,983.591811015384,1940.48073442057,2.18136443403403,30-100kg,30,100
ID002,2025-12-07,2026-03-02,86,33878.6,111992.407533936,202022.249286806,164,982.563616779069,2349.09592193961,2.58625530702801,30-115kg,30,115
ID003,2025-12-06,2026-02-28,85,31088.6332762846,113437.251232922,213280.254900747,161,1049.02698033933,2509.17946942056,2.5899676302164,30-115kg,30,115
ID004,2025-12-09,2026-03-22,104,31061,112151.600001936,224857.323164456,176,835.98556703027,2162.08964581208,2.77291477876705,30-115kg,30,115
ID005,2025-12-02,2026-02-27,88,34643.0500593289,114133.452751565,222602.656729019,161,999.879279147622,2529.57564464795,2.80037148120727,30-115kg,30,115
ID006,2025-12-09,2026-02-26,80,34445.6320143295,111479.933333333,221620.888686919,159,1055.26440163019,2770.26110858649,2.87691177686124,30-115kg,30,115
ID007,2025-12-04,2026-02-21,80,34673.9090909091,110915.535770332,211745.869292086,154,1044.40584492361,2646.82336615108,2.77729999364289,30-115kg,30,115
ID008,2025-12-02,2026-02-12,73,35403.9684304229,110744.597108617,198113.401526902,145,1159.08659504914,2713.88221269729,2.62956926432235,30-115kg,30,115
ID009,2025-12-02,2026-02-27,88,33672.5928275092,114138.576923077,247776.22641287,161,999.577442180966,2815.63893650989,3.07926671372827,30-115kg,30,115
ID010,2025-12-16,2026-03-21,96,34281.7214083425,113259.291666667,254186.022384438,182,892.401923822872,2647.77106650456,3.2184583743591,30-115kg,30,115
ID011,2025-12-08,2026-03-31,114,31092.5677861799,114747.461602072,292206.470233989,193,778.185058752484,2563.21465117534,3.49299911702808,30-115kg,30,115
ID012,2025-12-06,2026-02-24,81,31497.7449589972,109090.554142939,282345.460442763,150,1048.55147545867,3485.7464252193,3.63880961924493,30-115kg,30,115
ID013,2025-12-09,2026-03-04,86,34687.5106382979,111721.544634943,217101.09760451,159,987.61582046981,2524.4313674943,2.81824910810155,30-115kg,30,115
ID015,2025-12-09,2026-03-08,90,32352.4409090909,112473.303357966,217613.865520434,169,971.161969077277,2417.93183911594,2.71606993321237,30-115kg,30,115
ID017,2025-12-05,2026-03-15,101,32030.4870631615,114999.209063623,215525.267342274,177,850.961251286783,2133.91353804232,2.59766888226958,30-115kg,30,115
ID018,2025-12-24,2026-04-16,114,33447.1666666667,113011,219969.843832535,201,723.307575757576,1929.56003361872,2.76469640308768,30-115kg,30,115
ID019,2025-12-08,2026-03-03,86,31384,111627.180980632,262981.108214972,164,1015.73646810926,3057.9198629648,3.27730163486973,30-115kg,30,115
ID020,2025-12-09,2026-03-16,98,32452.0454545455,113433.13107703,233318.426072822,178,904.816599133906,2380.8002660492,2.88114717503911,30-115kg,30,115
ID021,2025-12-02,2026-03-28,117,30377.9464600376,113590.681650211,266233.551181383,190,746.302557759402,2275.50043744771,3.19943276197971,30-115kg,30,115
ID023,2025-12-02,2026-02-25,86,31430.518734363,112724.611111111,219075.540489434,157,1016.17615470935,2547.39000569109,2.69485191462811,30-115kg,30,115
ID024,2025-12-21,2026-03-30,100,33506.2673394989,111960.231588142,264283.162608365,183,843.591013426265,2642.83162608365,3.3686400061414,30-115kg,30,115
ID027,2025-12-10,2026-03-19,100,30836.5233523752,113810.218261885,249675.010466634,173,882.698882016061,2496.75010466634,3.00908632234502,30-115kg,30,115
ID028,2025-12-10,2026-03-12,93,31411.3,113191.705128205,235564.410988627,173,979.406049439582,2532.95065579169,2.88045052625184,30-115kg,30,115
ID029,2025-12-14,2026-03-01,78,41592.94837293,112920,198688.84582427,163,1018.95788038671,2547.29289518295,2.78560295556734,30-115kg,30,115
ID030,2025-12-04,2026-03-03,90,35732.3724031129,112079.229313579,203878.977274124,164,898.198316593723,2265.32196971249,2.67043052621297,30-115kg,30,115
ID032,2025-12-15,2026-03-17,93,33065.7034173926,112588.47826087,258348.283167564,175,930.090933841836,2777.93852868348,3.24873325504631,30-115kg,30,115
ID033,2025-12-05,2026-03-12,98,33684.5416211577,112849.526149941,280889.806434916,173,879.610939208702,2866.222514642,3.54815715694088,30-115kg,30,115
ID034,2025-12-09,2026-03-14,96,31376.8803479265,114457.545711438,238395.564101572,175,912.974344653973,2483.28712605804,2.86944697732613,30-115kg,30,115
ID035,2025-12-09,2026-03-22,104,33215.8461538462,114969.658177951,246506.923476521,182,817.53812024105,2370.25887958194,3.01523460953526,30-115kg,30,115
ID036,2025-12-11,2026-03-08,88,33320.7115009747,111934.585944339,204733.502891798,170,976.569868861669,2326.51707831589,2.60429223647148,30-115kg,30,115
ID038,2025-12-13,2026-03-11,89,37657.4695042594,112442.85485705,230495.849391145,173,906.489519427768,2589.84100439488,3.08209750212303,30-115kg,30,115
ID040,2026-01-01,2026-04-11,101,34173.3122605364,110148.162162162,226001.490483962,194,816.933869909955,2237.63851964319,2.97468821296251,30-115kg,30,115
ID044,2025-12-23,2026-04-08,107,31128.625,113349.653003337,256030.303729651,186,822.210280033368,2392.80657691263,3.11392729995131,30-115kg,30,115
ID045,2025-12-23,2026-04-02,101,35987.4834371687,114039.5,192399.328095251,187,834.780925805682,1904.94384252723,2.46501418628141,30-115kg,30,115
